edr_chave,edr,ano,chuva_critica_mm,anom_critica_pct,dias_tmax33_critica,chuva_secundaria_mm,anom_secundaria_pct,tmin_fria,dias_frio_fria,chuva_ciclo_mm,rendimento_a1,rendimento_a2,ancora_bienal,delta_bienal,log_capacidade,var_capacidade_pct,razao_preco,capacidade,alvo,anom_ndvi_florada,anom_ndvi_enchimento
ITAPETININGA,Itapetininga,1998,0.0,-100.0,0,0.0,-100.0,,0,0.0,2248.9,2094.5,2080.633333333333,154.4000000000001,7.870547844507712,12.84,1.026,2619.0,2881.5,,
ITAPETININGA,Itapetininga,1999,0.0,-100.0,0,0.0,-100.0,,0,0.0,2881.5,2248.9,2408.2999999999997,632.5999999999999,8.282483003730562,50.97,1.057,3954.0,2674.7,,
ITAPETININGA,Itapetininga,2000,299.2,-14.4,0,38.3,-81.1,-0.4,3,550.8,2674.7,2881.5,2601.7000000000003,-206.80000000000018,9.040737587590003,113.45,1.245,8440.0,3252.4,,
ITAPETININGA,Itapetininga,2001,344.6,-1.4,0,213.0,5.2,1.3,1,697.4,3252.4,2674.7,2936.2000000000003,577.7000000000003,8.507142855562735,-41.35,1.106,4950.0,3420.6,,
ITAPETININGA,Itapetininga,2002,273.5,-21.7,0,128.5,-36.5,5.7,0,618.2,3420.6,3252.4,3115.9,168.19999999999982,8.808369153122275,35.15,0.936,6690.0,3549.1,,
ITAPETININGA,Itapetininga,2003,357.7,2.4,4,154.1,-23.8,4.3,0,724.1,3549.1,3420.6,3407.366666666667,128.5,9.355306142226368,72.8,1.398,11560.0,3669.6,,
ITAPETININGA,Itapetininga,2004,335.1,-4.1,0,249.4,23.2,4.5,0,778.1,3669.6,3549.1,3546.433333333333,120.5,8.83200393125627,-40.74,1.12,6850.0,4059.9,,
ITAPETININGA,Itapetininga,2005,175.8,-49.7,9,173.5,-14.3,5.4,0,478.9,4059.9,3669.6,3759.5333333333333,390.3000000000002,8.493310250952906,-28.73,0.958,4882.0,3816.1,,
ITAPETININGA,Itapetininga,2006,485.9,39.1,4,127.6,-37.0,6.8,0,715.2,3816.1,4059.9,3848.5333333333333,-243.80000000000018,8.623353387244627,13.89,0.962,5560.0,3818.0,,
ITAPETININGA,Itapetininga,2007,374.0,7.0,1,172.8,-14.6,3.0,0,779.9,3818.0,3816.1,3898.0,1.900000000000091,8.768729817231666,15.65,1.008,6430.0,4051.6,,
ITAPETININGA,Itapetininga,2008,469.4,34.3,0,296.7,46.6,3.4,0,866.4,4051.6,3818.0,3895.2333333333336,233.5999999999999,9.568014816247999,122.4,1.229,14300.0,5379.0,,
ITAPETININGA,Itapetininga,2009,412.3,18.0,2,208.7,3.1,3.7,0,811.0,5379.0,4051.6,4416.2,1327.4,9.631022445889208,6.5,1.074,15230.0,5191.6,,
ITAPETININGA,Itapetininga,2010,375.9,7.6,0,175.7,-13.2,4.2,0,798.9,5191.6,5379.0,4874.066666666667,-187.39999999999964,9.423837546238587,-18.71,0.836,12380.0,5456.0,,
ITAPETININGA,Itapetininga,2011,387.9,11.0,0,157.8,-22.0,4.0,0,788.2,5456.0,5191.6,5342.2,264.39999999999964,9.150802659259986,-23.89,1.011,9422.0,4408.1,,
ITAPETININGA,Itapetininga,2012,248.4,-28.9,8,311.6,54.0,5.5,0,693.1,4408.1,5456.0,5018.566666666667,-1047.8999999999996,8.641772634638931,-39.89,1.221,5663.36,5341.4,,
ITAPETININGA,Itapetininga,2013,376.8,7.8,1,298.3,47.4,3.4,0,728.9,5341.4,4408.1,5068.5,933.2999999999993,9.587406005562649,157.44,1.08,14580.0,4961.3,,
ITAPETININGA,Itapetininga,2014,253.3,-27.5,19,162.3,-19.8,5.5,0,441.3,4961.3,5341.4,4903.6,-380.09999999999945,8.92930284224307,-48.22,0.899,7550.0,4364.5,,
ITAPETININGA,Itapetininga,2015,339.4,-2.9,2,118.5,-41.5,7.5,0,511.3,4364.5,4961.3,4889.066666666667,-596.8000000000002,9.51044496442652,78.81,0.965,13500.0,4734.2,,
ITAPETININGA,Itapetininga,2016,357.6,2.3,1,259.1,28.0,-0.6,1,823.5,4734.2,4364.5,4686.666666666667,369.6999999999998,9.975808214115753,59.26,1.16,21500.0,5518.0,,
ITAPETININGA,Itapetininga,2017,325.5,-6.9,5,412.9,104.0,5.2,0,933.5,5518.0,4734.2,4872.233333333334,783.8000000000002,9.893437216682626,-7.91,1.265,19800.0,6263.6,,
ITAPETININGA,Itapetininga,2018,327.2,-6.4,2,76.0,-62.5,6.6,0,575.7,6263.6,5518.0,5505.266666666666,745.6000000000004,10.348333617368143,57.6,0.849,31205.0,5408.4,,
ITAPETININGA,Itapetininga,2019,399.0,14.2,6,193.1,-4.6,1.6,1,641.7,5408.4,6263.6,5730.0,-855.2000000000007,10.419151452942367,7.34,1.065,33495.0,5035.8,,
ITAPETININGA,Itapetininga,2020,369.5,5.7,2,158.5,-21.7,5.7,0,644.0,5035.8,5408.4,5569.266666666667,-372.59999999999945,10.338835035126163,-7.72,1.144,30910.0,4304.0,,
ITAPETININGA,Itapetininga,2021,234.1,-33.0,21,128.7,-36.4,1.0,3,435.5,4304.0,5035.8,4916.066666666667,-731.8000000000002,10.3958945907781,5.87,1.204,32725.0,4879.5,,
ITAPETININGA,Itapetininga,2022,270.3,-22.6,3,134.9,-33.4,4.4,0,683.5,4879.5,4304.0,4739.766666666666,575.5,10.280210191778638,-10.92,1.521,29150.0,4133.2,,
ITAPETININGA,Itapetininga,2023,384.4,10.0,0,158.7,-21.6,6.4,0,603.2,4133.2,4879.5,4438.900000000001,-746.3000000000002,9.63215902888696,-47.69,1.242,15247.32,4414.1,,
ITAPETININGA,Itapetininga,2024,198.4,-43.2,34,94.3,-53.4,5.8,0,383.2,4414.1,4133.2,4475.599999999999,280.90000000000055,9.4548868380707,-16.24,0.787,12770.42,4331.2,,
ITAPETININGA,Itapetininga,2025,145.0,-58.5,39,127.6,-37.0,1.1,1,341.5,4331.2,4414.1,4292.833333333333,-82.90000000000055,9.947600127154448,63.68,0.932,20902.0,6282.5,,
ITAPETININGA,Itapetininga,2026,176.5,-49.5,24,183.5,-9.3,5.5,0,405.9,6282.5,4331.2,5009.266666666667,1951.3000000000002,9.947600127154448,0.0,1.037,20902.0,,,
ITAPEVA,Itapeva,1992,0.0,-100.0,0,0.0,-100.0,,0,0.0,2941.5,,2941.5,,8.517193191416238,-57.63,,5000.0,3240.0,,
ITAPEVA,Itapeva,1993,0.0,-100.0,0,0.0,-100.0,,0,0.0,3240.0,2941.5,3090.75,298.5,8.764053269347762,28.0,,6400.0,2803.1,,
ITAPEVA,Itapeva,1994,0.0,-100.0,0,0.0,-100.0,,0,0.0,2803.1,3240.0,2994.866666666667,-436.9000000000001,8.400659375160286,-30.47,,4450.0,2447.2,,
ITAPEVA,Itapeva,1995,0.0,-100.0,0,0.0,-100.0,,0,0.0,2447.2,2803.1,2830.1,-355.9000000000001,8.919988070968524,68.09,,7480.0,2432.1,,
ITAPEVA,Itapeva,1996,0.0,-100.0,0,0.0,-100.0,,0,0.0,2432.1,2447.2,2560.7999999999997,-15.099999999999909,8.389359819906353,-41.18,,4400.0,2454.5,,
ITAPEVA,Itapeva,1997,0.0,-100.0,0,0.0,-100.0,,0,0.0,2454.5,2432.1,2444.6,22.40000000000009,8.660427359502146,31.14,1.053,5770.0,2627.7,,
ITAPEVA,Itapeva,1998,0.0,-100.0,0,0.0,-100.0,,0,0.0,2627.7,2454.5,2504.7666666666664,173.19999999999982,8.639410824140487,-2.08,1.026,5650.0,3595.2,,
ITAPEVA,Itapeva,1999,0.0,-100.0,0,0.0,-100.0,,0,0.0,3595.2,2627.7,2892.4666666666667,967.5,8.847934753328465,23.19,1.057,6960.0,3547.8,,
ITAPEVA,Itapeva,2000,392.5,12.1,0,87.7,-64.7,-2.4,4,692.6,3547.8,3595.2,3256.9,-47.399999999999636,9.600894867348593,112.33,1.245,14778.0,4042.6,,
ITAPEVA,Itapeva,2001,412.5,17.8,0,327.0,31.6,0.3,1,843.5,4042.6,3547.8,3728.533333333333,494.7999999999997,9.622450022803015,2.18,1.106,15100.0,4156.3,,
ITAPEVA,Itapeva,2002,310.9,-11.2,0,180.6,-27.3,5.5,0,673.6,4156.3,4042.6,3915.566666666667,113.70000000000027,9.842887930407198,24.66,0.936,18824.0,4467.2,,
ITAPEVA,Itapeva,2003,407.8,16.5,0,217.6,-12.4,3.7,0,790.2,4467.2,4156.3,4222.033333333334,310.89999999999964,9.122601457668177,-51.34,1.398,9160.0,5227.1,,
ITAPEVA,Itapeva,2004,346.4,-1.1,0,315.5,27.0,2.2,0,843.7,5227.1,4467.2,4616.866666666666,759.9000000000005,8.840724916761715,-24.56,1.12,6910.0,4701.0,,
ITAPEVA,Itapeva,2005,128.4,-63.3,9,217.4,-12.5,5.0,0,503.5,4701.0,5227.1,4798.433333333333,-526.1000000000004,9.405907155520158,75.98,0.958,12160.0,2914.1,,
ITAPEVA,Itapeva,2006,325.3,-7.1,0,84.5,-66.0,5.8,0,579.3,2914.1,4701.0,4280.733333333334,-1786.9,9.68781601606062,32.57,0.962,16120.0,3968.1,,
ITAPEVA,Itapeva,2007,383.9,9.6,0,208.8,-15.9,2.3,0,800.9,3968.1,2914.1,3861.066666666667,1054.0,10.038018445493734,41.94,1.008,22880.0,4617.0,,
ITAPEVA,Itapeva,2008,363.1,3.7,0,275.3,10.8,2.3,0,701.5,4617.0,3968.1,3833.066666666667,648.9000000000001,9.55393007636626,-38.37,1.229,14100.0,6046.4,,
ITAPEVA,Itapeva,2009,264.8,-24.4,0,211.4,-14.9,1.4,1,720.3,6046.4,4617.0,4877.166666666667,1429.3999999999996,9.493261127326253,-5.89,1.074,13270.0,3448.5,,
ITAPEVA,Itapeva,2010,427.1,22.0,0,250.1,0.7,4.8,0,883.5,3448.5,6046.4,4703.966666666666,-2597.8999999999996,9.827146319279406,39.64,0.836,18530.0,5253.0,,
ITAPEVA,Itapeva,2011,331.8,-5.2,0,188.3,-24.2,0.2,1,668.3,5253.0,3448.5,4915.966666666666,1804.5,10.025705185260378,21.96,1.011,22600.0,3831.0,,
ITAPEVA,Itapeva,2012,276.1,-21.2,6,326.5,31.5,3.7,0,724.5,3831.0,5253.0,4177.5,-1422.0,10.235951767759802,23.4,1.221,27888.0,5294.7,,
ITAPEVA,Itapeva,2013,431.1,23.1,0,388.6,56.4,0.7,1,835.5,5294.7,3831.0,4792.900000000001,1463.6999999999998,10.416610535350802,19.8,1.08,33410.0,5268.0,,
ITAPEVA,Itapeva,2014,291.2,-16.8,11,286.7,15.4,3.5,0,633.0,5268.0,5294.7,4797.900000000001,-26.699999999999818,10.372553242053888,-4.31,0.899,31970.0,4338.3,,
ITAPEVA,Itapeva,2015,552.5,57.8,0,160.9,-35.2,8.5,0,750.4,4338.3,5268.0,4967.0,-929.6999999999998,10.709963418403076,40.13,0.965,44800.0,6077.5,,
ITAPEVA,Itapeva,2016,386.6,10.4,0,286.8,15.4,-1.2,2,872.9,6077.5,4338.3,5227.933333333333,1739.1999999999998,11.218017347426708,66.21,1.16,74460.0,4877.2,,
ITAPEVA,Itapeva,2017,336.2,-4.0,0,446.6,79.8,2.4,0,942.3,4877.2,6077.5,5097.666666666667,-1200.3000000000002,11.273906564497729,5.75,1.265,78740.0,8006.6,,
ITAPEVA,Itapeva,2018,387.1,10.5,0,99.2,-60.1,4.8,0,679.1,8006.6,4877.2,6320.433333333333,3129.4000000000005,11.409895564650684,14.57,0.849,90210.0,4199.2,,
ITAPEVA,Itapeva,2019,401.4,14.6,4,276.7,11.4,0.3,2,745.9,4199.2,8006.6,5694.333333333333,-3807.4000000000005,11.14041145700175,-23.62,1.065,68900.0,7109.3,,
ITAPEVA,Itapeva,2020,239.5,-31.6,5,219.4,-11.7,5.0,0,564.6,7109.3,4199.2,6438.366666666666,2910.1000000000004,11.109458359524737,-3.05,1.144,66800.0,5958.7,,
ITAPEVA,Itapeva,2021,232.0,-33.8,4,138.4,-44.3,-0.1,4,483.6,5958.7,7109.3,5755.733333333334,-1150.6000000000004,11.163651636511807,5.57,1.204,70520.0,5141.2,,
ITAPEVA,Itapeva,2022,255.3,-27.1,5,201.0,-19.1,2.9,0,634.8,5141.2,5958.7,6069.733333333334,-817.5,10.864722968953378,-25.84,1.521,52298.5,5041.0,,
ITAPEVA,Itapeva,2023,392.5,12.1,0,158.6,-36.1,5.1,0,593.4,5041.0,5141.2,5380.3,-100.19999999999982,11.109967212073245,27.79,1.242,66834.0,3273.6,,
ITAPEVA,Itapeva,2024,234.3,-33.1,20,127.5,-48.7,4.7,0,407.5,3273.6,5041.0,4485.266666666666,-1767.4,10.796018236845944,-26.94,0.787,48826.0,6842.5,,
ITAPEVA,Itapeva,2025,190.5,-45.6,13,199.8,-19.5,-0.2,1,447.7,6842.5,3273.6,5052.366666666667,3568.9,11.011109135361826,24.0,0.932,60543.0,6243.1,,
ITAPEVA,Itapeva,2026,204.9,-41.5,11,231.4,-6.8,4.1,0,443.4,6243.1,6842.5,5453.066666666667,-599.3999999999996,11.011109135361826,0.0,1.037,60543.0,,,
LIMEIRA,Limeira,1992,0.0,-100.0,0,0.0,-100.0,,0,0.0,2450.0,4108.9,3279.45,-1658.8999999999996,5.298317366548036,-16.67,,200.0,2040.0,,
LIMEIRA,Limeira,1993,0.0,-100.0,0,0.0,-100.0,,0,0.0,2040.0,2450.0,2866.2999999999997,-410.0,7.094234845924755,502.5,,1205.0,2086.3,,
LIMEIRA,Limeira,1994,0.0,-100.0,0,0.0,-100.0,,0,0.0,2086.3,2040.0,2192.1,46.30000000000018,7.090076835776092,-0.41,,1200.0,2600.5,,
LIMEIRA,Limeira,1995,0.0,-100.0,0,0.0,-100.0,,0,0.0,2600.5,2086.3,2242.266666666667,514.1999999999998,7.346010209913293,29.17,,1550.0,2763.9,,
LIMEIRA,Limeira,1996,0.0,-100.0,0,0.0,-100.0,,0,0.0,2763.9,2600.5,2483.5666666666666,163.4000000000001,6.594413459749778,-52.84,,731.0,2424.6,,
LIMEIRA,Limeira,1997,0.0,-100.0,0,0.0,-100.0,,0,0.0,2424.6,2763.9,2596.3333333333335,-339.3000000000002,7.170119543449628,77.84,1.053,1300.0,3244.6,,
LIMEIRA,Limeira,1998,0.0,-100.0,0,0.0,-100.0,,0,0.0,3244.6,2424.6,2811.0333333333333,820.0,7.029972911706386,-13.08,1.026,1130.0,3472.6,,
LIMEIRA,Limeira,1999,0.0,-100.0,0,0.0,-100.0,,0,0.0,3472.6,3244.6,3047.2666666666664,228.0,6.815639990074331,-19.29,1.057,912.0,2562.5,,
LIMEIRA,Limeira,2000,403.4,14.8,0,21.6,-86.4,2.0,1,665.9,2562.5,3472.6,3093.2333333333336,-910.0999999999999,7.286191714702382,60.09,1.245,1460.0,2632.2,,
LIMEIRA,Limeira,2001,319.2,-9.2,0,121.2,-23.4,5.9,0,634.0,2632.2,2562.5,2889.1,69.69999999999982,7.27931883541462,-0.68,1.106,1450.0,2875.9,,
LIMEIRA,Limeira,2002,348.5,-0.8,0,91.9,-42.0,6.3,0,734.1,2875.9,2632.2,2690.2000000000003,243.70000000000027,6.877296071497429,-33.1,0.936,970.0,2233.0,,
LIMEIRA,Limeira,2003,323.4,-8.0,0,124.3,-21.5,5.9,0,755.7,2233.0,2875.9,2580.3666666666663,-642.9000000000001,7.442492722794441,75.98,1.398,1707.0,3372.4,,
LIMEIRA,Limeira,2004,426.8,21.4,0,267.6,69.0,5.9,0,858.9,3372.4,2233.0,2827.1,1139.4,5.438079308923196,-86.53,1.12,230.0,2517.4,,
LIMEIRA,Limeira,2005,293.8,-16.4,2,150.8,-4.7,7.7,0,693.0,2517.4,3372.4,2707.6,-855.0,6.747586526829315,270.43,0.958,852.0,4272.9,,
LIMEIRA,Limeira,2006,420.2,19.6,0,63.0,-60.2,7.5,0,669.9,4272.9,2517.4,3387.566666666666,1755.4999999999995,6.633318433280377,-10.8,0.962,760.0,3998.7,,
LIMEIRA,Limeira,2007,335.7,-4.5,0,138.9,-12.3,5.1,0,806.0,3998.7,4272.9,3596.3333333333326,-274.1999999999998,6.877296071497429,27.63,1.008,970.0,2681.4,,
LIMEIRA,Limeira,2008,470.7,33.9,0,214.4,35.5,6.7,0,825.6,2681.4,3998.7,3651.0,-1317.2999999999997,6.877296071497429,0.0,1.229,970.0,2718.6,,
LIMEIRA,Limeira,2009,420.4,19.6,0,146.2,-7.6,4.8,0,740.0,2718.6,2681.4,3132.9,37.19999999999982,6.156978985585555,-51.34,1.074,472.0,3255.5,,
LIMEIRA,Limeira,2010,299.3,-14.9,0,109.7,-30.7,5.7,0,622.5,3255.5,2718.6,2885.1666666666665,536.9000000000001,6.366470447731438,23.31,0.836,582.0,3263.9,,
LIMEIRA,Limeira,2011,368.8,4.9,0,131.0,-17.3,4.3,0,743.4,3263.9,3255.5,3079.3333333333335,8.400000000000091,6.313548046277095,-5.15,1.011,552.0,3968.5,,
LIMEIRA,Limeira,2012,242.5,-31.0,3,299.3,89.1,6.4,0,686.8,3968.5,3263.9,3495.9666666666667,704.5999999999999,6.285998094508865,-2.72,1.221,537.0,4481.1,,
LIMEIRA,Limeira,2013,412.7,17.4,0,313.7,98.2,6.0,0,859.4,4481.1,3968.5,3904.5,512.6000000000004,6.630683385642372,41.15,1.08,758.0,4556.6,,
LIMEIRA,Limeira,2014,221.4,-37.0,27,100.7,-36.4,6.6,0,344.5,4556.6,4481.1,4335.400000000001,75.5,7.132497551660044,65.17,0.899,1252.0,3309.1,,
LIMEIRA,Limeira,2015,363.3,3.4,0,124.1,-21.6,9.0,0,577.4,3309.1,4556.6,4115.6,-1247.5000000000005,7.783224016336037,91.69,0.965,2400.0,4497.5,,
LIMEIRA,Limeira,2016,352.9,0.4,0,183.1,15.7,3.2,0,801.2,4497.5,3309.1,4121.066666666667,1188.4,6.948897222313312,-56.58,1.16,1042.0,3841.2,,
LIMEIRA,Limeira,2017,329.2,-6.3,0,285.8,80.6,5.4,0,778.3,3841.2,4497.5,3882.6000000000004,-656.3000000000002,7.271008538280992,38.0,1.265,1438.0,4064.0,,
LIMEIRA,Limeira,2018,286.0,-18.6,1,43.2,-72.7,6.8,0,493.6,4064.0,3841.2,4134.233333333334,222.80000000000018,6.431331081933479,-56.82,0.849,621.0,4338.2,,
LIMEIRA,Limeira,2019,395.9,12.6,5,175.4,10.8,4.4,0,620.6,4338.2,4064.0,4081.1333333333337,274.1999999999998,7.923348211930154,344.61,1.065,2761.0,4098.7,,
LIMEIRA,Limeira,2020,398.9,13.5,0,81.3,-48.6,6.1,0,661.0,4098.7,4338.2,4166.966666666666,-239.5,7.984462732262196,6.3,1.144,2935.0,5095.6,,
LIMEIRA,Limeira,2021,211.1,-39.9,22,61.7,-61.0,1.8,1,366.5,5095.6,4098.7,4510.833333333333,996.9000000000005,7.8898337513942955,-9.03,1.204,2670.0,4649.7,,
LIMEIRA,Limeira,2022,248.9,-29.2,0,81.6,-48.5,4.3,0,579.4,4649.7,5095.6,4614.666666666667,-445.90000000000055,8.480529207044645,80.52,1.521,4820.0,5604.3,,
LIMEIRA,Limeira,2023,366.0,4.1,0,174.4,10.2,6.1,0,655.9,5604.3,4649.7,5116.533333333334,954.6000000000004,8.71768205216564,26.76,1.242,6110.0,6857.4,,
LIMEIRA,Limeira,2024,229.3,-34.8,42,52.8,-66.7,8.7,0,394.2,6857.4,5604.3,5703.8,1253.0999999999995,8.683554728631462,-3.36,0.787,5905.0,5723.2,,
LIMEIRA,Limeira,2025,141.9,-59.6,42,62.5,-60.5,2.7,0,287.7,5723.2,6857.4,6061.633333333332,-1134.1999999999998,8.555451903533328,-12.02,0.932,5195.0,5476.3,,
LIMEIRA,Limeira,2026,311.7,-11.3,2,161.5,2.1,7.4,0,617.9,5476.3,5723.2,6018.966666666667,-246.89999999999964,8.555451903533328,0.0,1.037,5195.0,,,
MOGI MIRIM,Mogi Mirim,1992,0.0,-100.0,0,0.0,-100.0,,0,0.0,1900.0,2733.3,2316.65,-833.3000000000002,6.956545443151569,75.0,,1050.0,2114.3,,
MOGI MIRIM,Mogi Mirim,1993,0.0,-100.0,0,0.0,-100.0,,0,0.0,2114.3,1900.0,2249.2000000000003,214.30000000000018,7.170119543449628,23.81,,1300.0,2192.3,,
MOGI MIRIM,Mogi Mirim,1994,0.0,-100.0,0,0.0,-100.0,,0,0.0,2192.3,2114.3,2068.866666666667,78.0,7.329749689041512,17.31,,1525.0,2134.0,,
MOGI MIRIM,Mogi Mirim,1995,0.0,-100.0,0,0.0,-100.0,,0,0.0,2134.0,2192.3,2146.866666666667,-58.30000000000018,7.258412150595307,-6.89,,1420.0,2891.0,,
MOGI MIRIM,Mogi Mirim,1996,0.0,-100.0,0,0.0,-100.0,,0,0.0,2891.0,2134.0,2405.766666666667,757.0,7.512071245835466,28.87,,1830.0,2934.4,,
MOGI MIRIM,Mogi Mirim,1997,0.0,-100.0,0,0.0,-100.0,,0,0.0,2934.4,2891.0,2653.133333333333,43.40000000000009,7.81237820598861,35.03,1.053,2471.0,2948.5,,
MOGI MIRIM,Mogi Mirim,1998,0.0,-100.0,0,0.0,-100.0,,0,0.0,2948.5,2934.4,2924.633333333333,14.099999999999909,8.086410275323782,31.53,1.026,3250.0,3027.7,,
MOGI MIRIM,Mogi Mirim,1999,0.0,-100.0,0,0.0,-100.0,,0,0.0,3027.7,2948.5,2970.2000000000003,79.19999999999982,8.39840965542627,36.62,1.057,4440.0,2651.4,,
MOGI MIRIM,Mogi Mirim,2000,403.6,7.6,0,27.0,-83.7,2.3,0,711.4,2651.4,3027.7,2875.866666666667,-376.2999999999997,7.900636613018005,-39.21,1.245,2699.0,3395.3,,
MOGI MIRIM,Mogi Mirim,2001,327.3,-12.7,0,120.6,-27.4,6.0,0,613.7,3395.3,2651.4,3024.8000000000006,743.9000000000001,8.539932678385727,89.51,1.106,5115.0,3756.7,,
MOGI MIRIM,Mogi Mirim,2002,372.3,-0.7,0,87.7,-47.2,5.4,0,718.8,3756.7,3395.3,3267.7999999999997,361.39999999999964,7.830743532304013,-50.8,0.936,2516.8,3434.8,,
MOGI MIRIM,Mogi Mirim,2003,305.9,-18.4,0,123.4,-25.8,5.7,0,747.0,3434.8,3756.7,3528.933333333333,-321.89999999999964,7.940939762327791,11.65,1.398,2810.0,3271.2,,
MOGI MIRIM,Mogi Mirim,2004,486.3,29.7,0,309.1,86.1,5.6,0,919.3,3271.2,3434.8,3487.566666666667,-163.60000000000036,7.393263094763838,-42.17,1.12,1625.0,3662.8,,
MOGI MIRIM,Mogi Mirim,2005,346.2,-7.7,0,187.6,12.9,6.9,0,762.4,3662.8,3271.2,3456.2666666666664,391.60000000000036,7.162397497355718,-20.62,0.958,1290.0,3293.0,,
MOGI MIRIM,Mogi Mirim,2006,453.0,20.8,0,67.0,-59.7,6.8,0,711.6,3293.0,3662.8,3409.0,-369.8000000000002,6.345636360828596,-55.81,0.962,570.0,4000.0,,
MOGI MIRIM,Mogi Mirim,2007,338.7,-9.7,0,164.7,-0.9,5.0,0,806.0,4000.0,3293.0,3651.933333333333,707.0,7.1308988302963465,119.3,1.008,1250.0,3864.0,,
MOGI MIRIM,Mogi Mirim,2008,516.1,37.6,0,240.0,44.4,6.6,0,892.4,3864.0,4000.0,3719.0,-136.0,7.438383530044307,36.0,1.229,1700.0,3794.1,,
MOGI MIRIM,Mogi Mirim,2009,421.5,12.4,0,144.3,-13.2,4.3,0,725.8,3794.1,3864.0,3886.0333333333333,-69.90000000000009,7.146772179452637,-25.29,1.074,1270.0,4436.2,,
MOGI MIRIM,Mogi Mirim,2010,345.0,-8.0,0,122.4,-26.3,5.6,0,673.1,4436.2,3794.1,4031.433333333333,642.0999999999999,6.476972362889683,-48.82,0.836,650.0,4338.5,,
MOGI MIRIM,Mogi Mirim,2011,421.5,12.4,0,154.7,-6.9,3.8,0,810.3,4338.5,4436.2,4189.6,-97.69999999999982,7.489970898834801,175.38,1.011,1790.0,4712.8,,
MOGI MIRIM,Mogi Mirim,2012,329.1,-12.2,0,340.0,104.6,6.0,0,803.7,4712.8,4338.5,4495.833333333333,374.3000000000002,7.659171367666058,18.44,1.221,2120.0,3833.5,,
MOGI MIRIM,Mogi Mirim,2013,445.4,18.8,0,271.8,63.6,5.1,0,892.3,3833.5,4712.8,4294.933333333333,-879.3000000000002,7.801800401908973,15.33,1.08,2445.0,5802.5,,
MOGI MIRIM,Mogi Mirim,2014,242.0,-35.5,19,115.9,-30.3,7.3,0,365.3,5802.5,3833.5,4782.933333333333,1969.0,7.333023014386481,-37.42,0.899,1530.0,3993.3,,
MOGI MIRIM,Mogi Mirim,2015,378.9,1.0,0,130.5,-21.5,8.7,0,595.3,3993.3,5802.5,4543.099999999999,-1809.1999999999998,7.258412150595307,-7.19,0.965,1420.0,4931.0,,
MOGI MIRIM,Mogi Mirim,2016,360.7,-3.8,0,177.7,6.9,1.4,1,798.7,4931.0,3993.3,4908.933333333333,937.6999999999998,7.333023014386481,7.75,1.16,1530.0,4964.7,,
MOGI MIRIM,Mogi Mirim,2017,326.4,-13.0,0,269.2,62.0,6.0,0,764.6,4964.7,4931.0,4629.666666666667,33.69999999999982,7.457609289715606,13.27,1.265,1733.0,5202.7,,
MOGI MIRIM,Mogi Mirim,2018,279.8,-25.4,0,44.7,-73.1,5.9,0,497.1,5202.7,4964.7,5032.8,238.0,7.265429723253953,-17.48,0.849,1430.0,4552.4,,
MOGI MIRIM,Mogi Mirim,2019,414.1,10.4,3,174.5,5.0,3.9,0,649.2,4552.4,5202.7,4906.599999999999,-650.3000000000002,7.003065458786462,-23.08,1.065,1100.0,5400.0,,
MOGI MIRIM,Mogi Mirim,2020,390.6,4.1,0,77.4,-53.4,5.6,0,656.7,5400.0,4552.4,5051.7,847.6000000000004,7.170119543449628,18.18,1.144,1300.0,5676.9,,
MOGI MIRIM,Mogi Mirim,2021,221.6,-40.9,8,59.5,-64.2,1.7,1,380.1,5676.9,5400.0,5209.766666666666,276.89999999999964,7.222566018822171,5.38,1.204,1370.0,5369.3,,
MOGI MIRIM,Mogi Mirim,2022,253.3,-32.5,0,84.8,-49.0,3.2,0,581.6,5369.3,5676.9,5482.066666666667,-307.59999999999945,6.993932975223189,-20.44,1.521,1090.0,5243.1,,
MOGI MIRIM,Mogi Mirim,2023,380.6,1.5,0,174.7,5.2,4.9,0,676.6,5243.1,5369.3,5429.766666666667,-126.19999999999982,6.684611727667927,-26.61,1.242,800.0,5025.0,,
MOGI MIRIM,Mogi Mirim,2024,243.1,-35.2,27,54.3,-67.3,9.0,0,422.3,5025.0,5243.1,5212.466666666667,-218.10000000000036,7.02108396428914,40.0,0.787,1120.0,5014.3,,
MOGI MIRIM,Mogi Mirim,2025,157.9,-57.9,33,65.9,-60.3,3.3,0,306.1,5014.3,5025.0,5094.133333333333,-10.699999999999818,7.9976631270201,165.54,0.932,2974.0,5715.5,,
MOGI MIRIM,Mogi Mirim,2026,319.7,-14.8,0,162.2,-2.3,6.3,0,629.1,5715.5,5014.3,5251.599999999999,701.1999999999998,7.9976631270201,0.0,1.037,2974.0,,,
ORLANDIA,Orlândia,1992,0.0,-100.0,0,0.0,-100.0,,0,0.0,1894.7,2146.9,2020.8000000000002,-252.20000000000005,11.224443072347679,12.25,,74940.0,2130.1,,
ORLANDIA,Orlândia,1993,0.0,-100.0,0,0.0,-100.0,,0,0.0,2130.1,1894.7,2057.2333333333336,235.39999999999986,11.419273908888773,21.51,,91060.0,1989.5,,
ORLANDIA,Orlândia,1994,0.0,-100.0,0,0.0,-100.0,,0,0.0,1989.5,2130.1,2004.7666666666667,-140.5999999999999,11.64109877869321,24.84,,113675.0,1776.5,,
