edr_chave,edr,ano,chuva_critica_mm,anom_critica_pct,dias_tmax33_critica,chuva_secundaria_mm,anom_secundaria_pct,tmin_fria,dias_frio_fria,chuva_ciclo_mm,rendimento_a1,rendimento_a2,ancora_bienal,delta_bienal,log_capacidade,var_capacidade_pct,razao_preco,capacidade,alvo,anom_ndvi_florada,anom_ndvi_enchimento
ORLANDIA,Orlândia,1995,0.0,-100.0,0,0.0,-100.0,,0,0.0,1776.5,1989.5,1965.3666666666668,-213.0,11.533962624036029,-10.16,,102126.0,2480.3,,
ORLANDIA,Orlândia,1996,0.0,-100.0,0,0.0,-100.0,,0,0.0,2480.3,1776.5,2082.1,703.8000000000002,11.587550446308809,5.5,,107748.0,2381.3,,
ORLANDIA,Orlândia,1997,0.0,-100.0,0,0.0,-100.0,,0,0.0,2381.3,2480.3,2212.7000000000003,-99.0,11.4573176130934,-12.21,1.053,94591.0,1301.6,,
ORLANDIA,Orlândia,1998,0.0,-100.0,0,0.0,-100.0,,0,0.0,1301.6,2381.3,2054.4,-1079.7000000000003,11.32302324743582,-12.57,1.026,82704.0,2249.8,,
ORLANDIA,Orlândia,1999,0.0,-100.0,0,0.0,-100.0,,0,0.0,2249.8,1301.6,1977.5666666666668,948.2000000000003,11.43284275649667,11.61,1.057,92304.0,1416.8,,
ORLANDIA,Orlândia,2000,505.6,17.9,0,30.4,-78.7,3.4,0,926.0,1416.8,2249.8,1656.0666666666668,-833.0000000000002,11.275048914053954,-14.6,1.245,78830.0,1242.7,,
ORLANDIA,Orlândia,2001,331.9,-22.6,0,120.4,-15.8,6.0,0,568.2,1242.7,1416.8,1636.4333333333334,-174.0999999999999,10.85707406915398,-34.16,1.106,51900.0,1216.3,,
ORLANDIA,Orlândia,2002,436.6,1.8,0,41.8,-70.8,8.2,0,736.9,1216.3,1242.7,1291.9333333333334,-26.40000000000009,10.739435531727745,-11.1,0.936,46140.0,1519.4,,
ORLANDIA,Orlândia,2003,503.2,17.3,0,193.2,35.1,7.2,0,1090.8,1519.4,1216.3,1326.1333333333332,303.10000000000014,10.261022126886742,-38.02,1.398,28596.0,2957.1,,
ORLANDIA,Orlândia,2004,605.5,41.2,0,275.1,92.3,6.6,0,995.6,2957.1,1519.4,1897.6000000000001,1437.6999999999998,10.104385494903019,-14.5,1.12,24450.0,3513.6,,
ORLANDIA,Orlândia,2005,385.4,-10.1,0,216.2,51.2,9.6,0,769.2,3513.6,2957.1,2663.366666666667,556.5,10.112532179470836,0.82,0.958,24650.0,1954.6,,
ORLANDIA,Orlândia,2006,474.1,10.5,0,97.8,-31.6,8.4,0,764.9,1954.6,3513.6,2808.433333333333,-1559.0,9.838949031398556,-23.94,0.962,18750.0,1608.0,,
ORLANDIA,Orlândia,2007,361.8,-15.6,0,111.1,-22.3,7.0,0,819.1,1608.0,1954.6,2358.733333333333,-346.5999999999999,9.47654341275084,-30.4,1.008,13050.0,2560.9,,
ORLANDIA,Orlândia,2008,556.6,29.8,0,198.8,39.0,9.2,0,921.6,2560.9,1608.0,2041.1666666666667,952.9000000000001,9.510052294749281,3.41,1.229,13494.7,3573.5,,
ORLANDIA,Orlândia,2009,447.3,4.3,0,142.7,-0.2,4.7,0,841.8,3573.5,2560.9,2580.7999999999997,1012.5999999999999,9.479290593645938,-3.03,1.074,13085.9,3003.7,,
ORLANDIA,Orlândia,2010,328.9,-23.3,0,66.8,-53.3,8.8,0,638.4,3003.7,3573.5,3046.0333333333333,-569.8000000000002,9.316131794780189,-15.05,0.836,11115.9,2698.7,,
ORLANDIA,Orlândia,2011,606.1,41.3,0,153.3,7.2,4.8,0,890.3,2698.7,3003.7,3091.9666666666667,-305.0,8.63497622707262,-49.4,1.011,5625.0,3426.6,,
ORLANDIA,Orlândia,2012,296.3,-30.9,0,205.5,43.7,5.8,0,723.3,3426.6,2698.7,3043.0,727.9000000000001,8.98619632032839,42.08,1.221,7992.0,3825.0,,
ORLANDIA,Orlândia,2013,443.6,3.4,0,226.4,58.3,6.4,0,804.6,3825.0,3426.6,3316.7666666666664,398.4000000000001,8.99342737041261,0.73,1.08,8050.0,3626.8,,
ORLANDIA,Orlândia,2014,302.5,-29.5,17,97.3,-32.0,9.8,0,396.8,3626.8,3825.0,3626.133333333333,-198.19999999999982,9.065314599925925,7.45,0.899,8650.0,5188.4,,
ORLANDIA,Orlândia,2015,458.2,6.8,0,170.0,18.9,11.0,0,643.7,5188.4,3626.8,4213.400000000001,1561.5999999999995,8.978408314628894,-8.32,0.965,7930.0,5536.9,,
ORLANDIA,Orlândia,2016,423.0,-1.4,0,124.1,-13.2,4.5,0,881.4,5536.9,5188.4,4784.033333333333,348.5,8.959311617172437,-1.89,1.16,7780.0,3148.1,,
ORLANDIA,Orlândia,2017,285.7,-33.4,1,162.7,13.7,7.6,0,628.1,3148.1,5536.9,4624.466666666666,-2388.7999999999997,8.39615486303918,-43.06,1.265,4430.0,3778.8,,
ORLANDIA,Orlândia,2018,417.4,-2.7,0,61.2,-57.2,7.1,0,689.5,3778.8,3148.1,4154.599999999999,630.7000000000003,8.997147151515142,82.39,0.849,8080.0,3062.0,,
ORLANDIA,Orlândia,2019,517.1,20.6,8,147.5,3.1,4.4,0,620.9,3062.0,3778.8,3329.633333333333,-716.8000000000002,8.352318548226004,-47.52,1.065,4240.0,3726.4,,
ORLANDIA,Orlândia,2020,396.8,-7.5,0,48.3,-66.2,8.5,0,689.9,3726.4,3062.0,3522.4,664.4000000000001,8.995908761263994,90.33,1.144,8070.0,4003.7,,
ORLANDIA,Orlândia,2021,234.0,-45.4,29,61.6,-56.9,3.9,0,372.7,4003.7,3726.4,3597.366666666667,277.2999999999997,9.27706400401909,32.47,1.204,10690.0,2125.3,,
ORLANDIA,Orlândia,2022,311.2,-27.4,4,83.0,-42.0,5.2,0,639.8,2125.3,4003.7,3285.133333333333,-1878.3999999999996,9.047821442478408,-20.49,1.521,8500.0,4168.2,,
ORLANDIA,Orlândia,2023,386.6,-9.9,0,146.5,2.4,7.8,0,778.6,4168.2,2125.3,3432.4,2042.8999999999996,9.054855469135788,0.71,1.242,8560.0,3909.1,,
ORLANDIA,Orlândia,2024,304.2,-29.1,40,28.6,-80.0,10.0,0,403.7,3909.1,4168.2,3400.8666666666663,-259.0999999999999,8.915969311373605,-12.97,0.787,7450.0,3527.5,,
ORLANDIA,Orlândia,2025,232.3,-45.8,43,87.0,-39.1,5.2,0,376.8,3527.5,3909.1,3868.2666666666664,-381.5999999999999,8.753055515138222,-15.03,0.932,6330.0,4082.5,,
ORLANDIA,Orlândia,2026,386.5,-9.9,4,109.6,-23.4,9.7,0,653.6,4082.5,3527.5,3839.7000000000003,555.0,8.753055515138222,0.0,1.037,6330.0,,,
OURINHOS,Ourinhos,1992,0.0,-100.0,0,0.0,-100.0,,0,0.0,2247.8,1516.9,1882.3500000000001,730.9000000000001,7.882314918980268,97.76,,2650.0,1573.6,,
OURINHOS,Ourinhos,1993,0.0,-100.0,0,0.0,-100.0,,0,0.0,1573.6,2247.8,1779.4333333333334,-674.2000000000003,8.175547596021026,34.08,,3553.0,2091.9,,
OURINHOS,Ourinhos,1994,0.0,-100.0,0,0.0,-100.0,,0,0.0,2091.9,1573.6,1971.1000000000001,518.3000000000002,8.966228514225776,120.49,,7834.0,1042.1,,
OURINHOS,Ourinhos,1995,0.0,-100.0,0,0.0,-100.0,,0,0.0,1042.1,2091.9,1569.2,-1049.8000000000002,8.87066300440602,-9.11,,7120.0,2703.4,,
OURINHOS,Ourinhos,1996,0.0,-100.0,0,0.0,-100.0,,0,0.0,2703.4,1042.1,1945.8,1661.3000000000002,9.128045129249353,29.35,,9210.0,1160.9,,
OURINHOS,Ourinhos,1997,0.0,-100.0,0,0.0,-100.0,,0,0.0,1160.9,2703.4,1635.4666666666665,-1542.5,9.190749722211178,6.47,1.053,9806.0,2600.1,,
OURINHOS,Ourinhos,1998,0.0,-100.0,0,0.0,-100.0,,0,0.0,2600.1,1160.9,2154.7999999999997,1439.1999999999998,9.677715549868227,62.74,1.026,15958.0,2933.2,,
OURINHOS,Ourinhos,1999,0.0,-100.0,0,0.0,-100.0,,0,0.0,2933.2,2600.1,2231.3999999999996,333.0999999999999,9.787796078039936,11.64,1.057,17815.0,3020.9,,
OURINHOS,Ourinhos,2000,377.8,16.8,1,54.6,-74.3,-0.8,3,621.3,3020.9,2933.2,2851.4,87.70000000000027,9.60588981529697,-16.63,1.245,14852.0,2000.8,,
OURINHOS,Ourinhos,2001,388.3,20.1,1,250.8,18.1,2.4,0,758.2,2000.8,3020.9,2651.633333333333,-1020.1000000000001,9.818474178209172,23.69,1.106,18370.0,2924.6,,
OURINHOS,Ourinhos,2002,278.5,-13.9,2,183.6,-13.6,6.1,0,695.6,2924.6,2000.8,2648.7666666666664,923.8,9.748002649695733,-6.8,0.936,17120.0,2534.4,,
OURINHOS,Ourinhos,2003,395.0,22.2,6,198.4,-6.6,5.0,0,779.2,2534.4,2924.6,2486.6,-390.1999999999998,9.85114107216392,10.86,1.398,18980.0,3076.8,,
OURINHOS,Ourinhos,2004,335.9,3.9,1,303.6,43.0,5.5,0,779.8,3076.8,2534.4,2845.266666666667,542.4000000000001,9.807362040438745,-4.28,1.12,18167.0,3850.4,,
OURINHOS,Ourinhos,2005,137.8,-57.4,9,198.2,-6.7,5.4,0,564.1,3850.4,3076.8,3153.866666666667,773.5999999999999,9.882774510938587,7.83,0.958,19590.0,2637.0,,
OURINHOS,Ourinhos,2006,341.8,5.7,5,91.6,-56.9,6.1,0,517.8,2637.0,3850.4,3188.066666666667,-1213.4,9.704426671737876,-16.33,0.962,16390.0,2455.5,,
OURINHOS,Ourinhos,2007,366.5,13.3,5,134.8,-36.5,3.8,0,802.8,2455.5,2637.0,2980.9666666666667,-181.5,9.660523873772611,-4.3,1.008,15686.0,2887.5,,
OURINHOS,Ourinhos,2008,457.1,41.3,0,310.6,46.3,5.3,0,773.1,2887.5,2455.5,2660.0,432.0,9.905485555198801,27.76,1.229,20040.0,3499.5,,
OURINHOS,Ourinhos,2009,254.2,-21.4,5,141.8,-33.2,3.5,0,681.5,3499.5,2887.5,2947.5,612.0,10.100574561530555,21.54,1.074,24357.0,3188.9,,
OURINHOS,Ourinhos,2010,273.8,-15.3,3,146.1,-31.2,5.9,0,572.2,3188.9,3499.5,3191.9666666666667,-310.5999999999999,9.966462351697517,-12.55,0.836,21300.0,3705.6,,
OURINHOS,Ourinhos,2011,297.3,-8.1,2,134.0,-36.9,1.8,1,650.2,3705.6,3188.9,3464.6666666666665,516.6999999999998,10.409762839203301,55.78,1.011,33182.0,2519.2,,
OURINHOS,Ourinhos,2012,205.1,-36.6,21,347.0,63.4,4.9,0,688.4,2519.2,3705.6,3137.8999999999996,-1186.4,10.536406907545587,13.5,1.221,37662.0,4943.2,,
OURINHOS,Ourinhos,2013,427.0,32.0,2,361.5,70.2,5.2,0,891.4,4943.2,2519.2,3722.6666666666665,2424.0,10.664526999138992,13.67,1.08,42810.0,4321.4,,
OURINHOS,Ourinhos,2014,295.2,-8.7,16,180.4,-15.0,6.5,0,542.5,4321.4,4943.2,3927.933333333333,-621.8000000000002,10.770588040219511,11.19,0.899,47600.0,4755.6,,
OURINHOS,Ourinhos,2015,352.3,8.9,1,159.7,-24.8,8.7,0,606.1,4755.6,4321.4,4673.400000000001,434.2000000000007,10.808029537375734,3.82,0.965,49416.0,5031.5,,
OURINHOS,Ourinhos,2016,377.7,16.8,3,286.3,34.8,1.9,1,904.7,5031.5,4755.6,4702.833333333333,275.89999999999964,10.982577174715374,19.07,1.16,58840.0,3818.8,,
OURINHOS,Ourinhos,2017,339.5,5.0,2,418.0,96.8,5.3,0,920.3,3818.8,5031.5,4535.3,-1212.6999999999998,11.022719128406973,4.1,1.265,61250.0,5534.2,,
OURINHOS,Ourinhos,2018,321.5,-0.6,0,70.8,-66.7,6.5,0,591.3,5534.2,3818.8,4794.833333333333,1715.3999999999996,11.087604528150715,6.7,0.849,65356.0,3525.5,,
OURINHOS,Ourinhos,2019,349.9,8.2,6,169.8,-20.1,2.6,0,588.0,3525.5,5534.2,4292.833333333333,-2008.6999999999998,11.13147469069291,4.48,1.065,68287.0,5600.1,,
OURINHOS,Ourinhos,2020,273.5,-15.4,11,160.3,-24.5,5.7,0,519.9,5600.1,3525.5,4886.599999999999,2074.6000000000004,11.350406535472453,24.47,1.144,85000.0,3076.8,,
OURINHOS,Ourinhos,2021,187.9,-41.9,15,103.3,-51.4,1.8,1,447.4,3076.8,5600.1,4067.466666666667,-2523.3,11.190651947748828,-14.76,1.204,72450.0,2416.8,,
OURINHOS,Ourinhos,2022,254.9,-21.2,8,144.1,-32.1,4.7,0,625.8,2416.8,3076.8,3697.9,-660.0,11.366742954792146,19.25,1.521,86400.0,4642.5,,
OURINHOS,Ourinhos,2023,385.1,19.1,1,131.8,-37.9,7.0,0,615.2,4642.5,2416.8,3378.7000000000003,2225.7,11.395042424313512,2.87,1.242,88880.0,5319.0,,
OURINHOS,Ourinhos,2024,227.8,-29.6,46,102.4,-51.8,5.8,0,359.8,5319.0,4642.5,4126.099999999999,676.5,11.37366339763672,-2.12,0.787,87000.0,3316.6,,
OURINHOS,Ourinhos,2025,171.2,-47.1,42,158.5,-25.3,1.6,1,372.4,3316.6,5319.0,4426.033333333334,-2002.4,11.26125383004148,-10.63,0.932,77750.0,4884.5,,
OURINHOS,Ourinhos,2026,238.7,-26.2,26,235.0,10.7,7.2,0,492.9,4884.5,3316.6,4506.7,1567.9,11.26125383004148,0.0,1.037,77750.0,,,
PRESIDENTE PRUDENTE,Presidente Prudente,1992,0.0,-100.0,0,0.0,-100.0,,0,0.0,1573.0,1515.8,1544.4,57.200000000000045,7.52294091807237,25.0,,1850.0,1680.0,,
PRESIDENTE PRUDENTE,Presidente Prudente,1993,0.0,-100.0,0,0.0,-100.0,,0,0.0,1680.0,1573.0,1589.6000000000001,107.0,8.65956043270316,211.62,,5765.0,1833.6,,
PRESIDENTE PRUDENTE,Presidente Prudente,1994,0.0,-100.0,0,0.0,-100.0,,0,0.0,1833.6,1680.0,1695.5333333333335,153.5999999999999,8.99961934066053,40.5,,8100.0,1391.5,,
PRESIDENTE PRUDENTE,Presidente Prudente,1995,0.0,-100.0,0,0.0,-100.0,,0,0.0,1391.5,1833.6,1635.0333333333335,-442.0999999999999,8.836373930927389,-15.06,,6880.0,2151.5,,
PRESIDENTE PRUDENTE,Presidente Prudente,1996,0.0,-100.0,0,0.0,-100.0,,0,0.0,2151.5,1391.5,1792.2,760.0,8.435983135990694,-32.99,,4610.0,2416.0,,
PRESIDENTE PRUDENTE,Presidente Prudente,1997,0.0,-100.0,0,0.0,-100.0,,0,0.0,2416.0,2151.5,1986.3333333333333,264.5,8.733916174927524,34.71,1.053,6210.0,2435.9,,
PRESIDENTE PRUDENTE,Presidente Prudente,1998,0.0,-100.0,0,0.0,-100.0,,0,0.0,2435.9,2416.0,2334.4666666666667,19.90000000000009,9.254357257392957,68.28,1.026,10450.0,2636.6,,
PRESIDENTE PRUDENTE,Presidente Prudente,1999,0.0,-100.0,0,0.0,-100.0,,0,0.0,2636.6,2435.9,2496.1666666666665,200.69999999999982,9.341368634382587,9.09,1.057,11400.0,2596.6,,
PRESIDENTE PRUDENTE,Presidente Prudente,2000,396.5,13.6,1,107.4,-51.1,0.8,1,613.2,2596.6,2636.6,2556.366666666667,-40.0,9.586033321750676,27.72,1.245,14560.0,1646.2,,
PRESIDENTE PRUDENTE,Presidente Prudente,2001,460.3,31.9,0,248.4,13.2,2.9,0,787.8,1646.2,2596.6,2293.133333333333,-950.3999999999999,9.38429367909962,-18.27,1.106,11900.0,2727.0,,
PRESIDENTE PRUDENTE,Presidente Prudente,2002,201.1,-42.4,36,244.0,11.2,7.8,0,689.4,2727.0,1646.2,2323.2666666666664,1080.8,9.539859923169542,16.83,0.936,13903.0,2357.8,,
PRESIDENTE PRUDENTE,Presidente Prudente,2003,443.8,27.1,4,199.9,-8.9,6.5,0,894.3,2357.8,2727.0,2243.6666666666665,-369.1999999999998,10.382698662532777,132.3,1.398,32296.0,2920.9,,
PRESIDENTE PRUDENTE,Presidente Prudente,2004,291.6,-16.5,21,355.2,61.9,4.8,0,658.3,2920.9,2357.8,2668.566666666667,563.0999999999999,10.832121788941521,56.74,1.12,50621.0,2495.2,,
PRESIDENTE PRUDENTE,Presidente Prudente,2005,201.6,-42.3,38,220.7,0.6,6.6,0,667.8,2495.2,2920.9,2591.3,-425.7000000000003,10.369734132904151,-37.02,0.958,31880.0,2599.1,,
PRESIDENTE PRUDENTE,Presidente Prudente,2006,445.5,27.6,10,84.6,-61.4,8.3,0,628.9,2599.1,2495.2,2671.733333333333,103.90000000000009,10.45722897727895,9.14,0.962,34795.0,1903.5,,
PRESIDENTE PRUDENTE,Presidente Prudente,2007,341.1,-2.3,3,119.4,-45.6,5.4,0,713.9,1903.5,2599.1,2332.6,-695.5999999999999,10.003332887505843,-36.49,1.008,22100.0,2572.4,,
PRESIDENTE PRUDENTE,Presidente Prudente,2008,445.1,27.5,4,207.6,-5.4,6.9,0,708.4,2572.4,1903.5,2358.3333333333335,668.9000000000001,10.038018445493734,3.53,1.229,22880.0,3550.8,,
PRESIDENTE PRUDENTE,Presidente Prudente,2009,286.4,-18.0,8,124.3,-43.4,4.4,0,749.6,3550.8,2572.4,2675.566666666667,978.4000000000001,10.184900011974314,15.82,1.074,26500.0,2728.4,,
PRESIDENTE PRUDENTE,Presidente Prudente,2010,376.1,7.7,4,126.6,-42.3,8.4,0,788.5,2728.4,3550.8,2950.5333333333333,-822.4000000000001,9.86526633971593,-27.36,0.836,19250.0,3834.4,,
PRESIDENTE PRUDENTE,Presidente Prudente,2011,467.4,33.9,0,138.9,-36.7,3.1,0,761.4,3834.4,2728.4,3371.2000000000003,1106.0,10.182255007598334,37.3,1.011,26430.0,3928.5,,
PRESIDENTE PRUDENTE,Presidente Prudente,2012,267.5,-23.4,39,449.1,104.7,6.1,0,784.8,3928.5,3834.4,3497.1,94.09999999999991,10.437639001605616,29.1,1.221,34120.0,3904.2,,
PRESIDENTE PRUDENTE,Presidente Prudente,2013,445.0,27.5,2,360.7,64.4,3.2,0,772.0,3904.2,3928.5,3889.0333333333333,-24.300000000000182,10.45276436267637,1.52,1.08,34640.0,3260.9,,
PRESIDENTE PRUDENTE,Presidente Prudente,2014,325.1,-6.9,16,201.4,-8.2,8.0,0,628.2,3260.9,3904.2,3697.866666666667,-643.2999999999997,10.501499537981035,4.99,0.899,36370.0,4466.8,,
PRESIDENTE PRUDENTE,Presidente Prudente,2015,339.1,-2.9,1,199.9,-8.9,9.2,0,619.3,4466.8,3260.9,3877.3000000000006,1205.9,10.365962915361072,-12.68,0.965,31760.0,5449.1,,
PRESIDENTE PRUDENTE,Presidente Prudente,2016,462.5,32.5,2,349.9,59.5,3.3,0,981.5,5449.1,4466.8,4392.266666666667,982.3000000000002,10.04585479382305,-27.39,1.16,23060.0,3513.1,,
PRESIDENTE PRUDENTE,Presidente Prudente,2017,269.5,-22.8,4,364.6,66.2,5.9,0,756.7,3513.1,5449.1,4476.333333333333,-1936.0000000000005,10.052338499268483,0.65,1.265,23210.0,3992.9,,
PRESIDENTE PRUDENTE,Presidente Prudente,2018,330.9,-5.2,3,61.6,-71.9,8.4,0,685.0,3992.9,3513.1,4318.366666666667,479.8000000000002,10.664526999138992,84.45,0.849,42810.0,3678.5,,
PRESIDENTE PRUDENTE,Presidente Prudente,2019,306.8,-12.1,14,117.3,-46.5,4.5,0,521.1,3678.5,3992.9,3728.1666666666665,-314.4000000000001,10.668024729182747,0.35,1.065,42960.0,4282.9,,
PRESIDENTE PRUDENTE,Presidente Prudente,2020,275.9,-21.0,15,213.6,-2.6,7.2,0,631.6,4282.9,3678.5,3984.7666666666664,604.3999999999996,10.84603065555435,19.48,1.144,51330.0,4721.2,,
PRESIDENTE PRUDENTE,Presidente Prudente,2021,152.8,-56.2,21,115.9,-47.2,3.4,0,484.2,4721.2,4282.9,4227.533333333333,438.3000000000002,10.817174898540168,-2.84,1.204,49870.0,2160.5,,
PRESIDENTE PRUDENTE,Presidente Prudente,2022,328.9,-5.8,10,206.5,-5.9,6.4,0,653.8,2160.5,4721.2,3721.533333333333,-2560.7,10.901542586212923,8.8,1.521,54260.0,3836.4,,
PRESIDENTE PRUDENTE,Presidente Prudente,2023,516.9,48.1,0,270.2,23.2,7.9,0,838.5,3836.4,2160.5,3572.6999999999994,1675.9,10.932034966755952,3.1,1.242,55940.0,4316.8,,
PRESIDENTE PRUDENTE,Presidente Prudente,2024,295.6,-15.3,58,173.7,-20.8,6.4,0,440.9,4316.8,3836.4,3437.9,480.4000000000001,10.684645610418787,-21.92,0.787,43680.0,3508.2,,
PRESIDENTE PRUDENTE,Presidente Prudente,2025,222.1,-36.4,54,294.9,34.4,3.1,0,481.0,3508.2,4316.8,3887.133333333333,-808.6000000000004,10.556492715672317,-12.03,0.932,38426.12,4978.6,,
PRESIDENTE PRUDENTE,Presidente Prudente,2026,267.3,-23.4,44,302.7,38.0,6.7,0,598.6,4978.6,3508.2,4267.866666666666,1470.4000000000005,10.556492715672317,0.0,1.037,38426.12,,,
PRESIDENTE VENCESLAU,Presidente Venceslau,1992,0.0,-100.0,0,0.0,-100.0,,0,0.0,1500.0,,1500.0,,7.090076835776092,0.0,,1200.0,,,
PRESIDENTE VENCESLAU,Presidente Venceslau,1993,0.0,-100.0,0,0.0,-100.0,,0,0.0,,1500.0,1500.0,,5.768320995793772,,,320.0,1800.0,,
PRESIDENTE VENCESLAU,Presidente Venceslau,1994,0.0,-100.0,0,0.0,-100.0,,0,0.0,1800.0,,1650.0,,6.492239835020471,106.25,,660.0,1909.1,,
PRESIDENTE VENCESLAU,Presidente Venceslau,1995,0.0,-100.0,0,0.0,-100.0,,0,0.0,1909.1,1800.0,1854.55,109.09999999999991,6.126869184114185,-30.61,,458.0,1737.1,,
PRESIDENTE VENCESLAU,Presidente Venceslau,1996,0.0,-100.0,0,0.0,-100.0,,0,0.0,1737.1,1909.1,1815.3999999999999,-172.0,6.684611727667927,74.67,,800.0,2190.0,,
PRESIDENTE VENCESLAU,Presidente Venceslau,1997,0.0,-100.0,0,0.0,-100.0,,0,0.0,2190.0,1737.1,1945.3999999999999,452.9000000000001,6.646390514847729,-3.75,1.053,770.0,1835.1,,
PRESIDENTE VENCESLAU,Presidente Venceslau,1998,0.0,-100.0,0,0.0,-100.0,,0,0.0,1835.1,2190.0,1920.7333333333333,-354.9000000000001,6.802394763324311,16.88,1.026,900.0,1720.0,,
PRESIDENTE VENCESLAU,Presidente Venceslau,1999,0.0,-100.0,0,0.0,-100.0,,0,0.0,1720.0,1835.1,1915.0333333333335,-115.09999999999991,6.856461984594587,5.56,1.057,950.0,2163.2,,
PRESIDENTE VENCESLAU,Presidente Venceslau,2000,421.9,24.2,6,94.4,-51.7,0.5,3,594.6,2163.2,1720.0,1906.0999999999997,443.1999999999998,7.071573364211532,24.0,1.245,1178.0,1676.7,,
PRESIDENTE VENCESLAU,Presidente Venceslau,2001,498.3,46.7,0,232.4,18.8,2.2,0,827.7,1676.7,2163.2,1853.3,-486.4999999999998,7.059617628291383,-1.19,1.106,1164.0,2269.1,,
PRESIDENTE VENCESLAU,Presidente Venceslau,2002,188.0,-44.7,56,197.4,0.9,7.2,0,585.5,2269.1,1676.7,2036.3333333333333,592.3999999999999,6.985641817639208,-7.13,0.936,1081.0,1691.2,,
PRESIDENTE VENCESLAU,Presidente Venceslau,2003,469.1,38.0,3,185.0,-5.5,6.5,0,951.6,1691.2,2269.1,1879.0,-577.8999999999999,7.665753431861699,97.41,1.398,2134.0,2137.4,,
PRESIDENTE VENCESLAU,Presidente Venceslau,2004,289.6,-14.8,29,347.6,77.7,2.6,0,662.3,2137.4,1691.2,2032.5666666666668,446.20000000000005,7.304515946460155,-30.32,1.12,1487.0,1722.5,,
PRESIDENTE VENCESLAU,Presidente Venceslau,2005,168.8,-50.3,54,205.9,5.2,6.0,0,593.8,1722.5,2137.4,1850.3666666666668,-414.9000000000001,7.946617563244473,90.05,0.958,2826.0,1331.6,,
PRESIDENTE VENCESLAU,Presidente Venceslau,2006,463.6,36.5,4,85.4,-56.4,7.2,0,677.5,1331.6,1722.5,1730.5,-390.9000000000001,7.803843303538772,-13.31,0.962,2450.0,1487.8,,
PRESIDENTE VENCESLAU,Presidente Venceslau,2007,323.9,-4.7,0,113.8,-41.8,4.7,0,718.2,1487.8,1331.6,1513.9666666666665,156.20000000000005,7.585788821732034,-19.59,1.008,1970.0,2040.6,,
PRESIDENTE VENCESLAU,Presidente Venceslau,2008,463.2,36.3,8,184.6,-5.7,6.3,0,724.0,2040.6,1487.8,1620.0,552.8,7.534762657037537,-4.97,1.229,1872.0,2205.4,,
PRESIDENTE VENCESLAU,Presidente Venceslau,2009,294.8,-13.2,4,112.7,-42.4,4.8,0,816.0,2205.4,2040.6,1911.2666666666667,164.80000000000018,7.795646536334594,29.81,1.074,2430.0,2408.6,,
PRESIDENTE VENCESLAU,Presidente Venceslau,2010,328.0,-3.5,1,87.3,-55.4,7.7,0,759.4,2408.6,2205.4,2218.2000000000003,203.19999999999982,7.670428522190693,-11.77,0.836,2144.0,2891.4,,
PRESIDENTE VENCESLAU,Presidente Venceslau,2011,488.2,43.7,0,121.1,-38.1,1.8,1,760.4,2891.4,2408.6,2501.7999999999997,482.8000000000002,7.760893195851024,9.47,1.011,2347.0,2194.7,,
PRESIDENTE VENCESLAU,Presidente Venceslau,2012,268.4,-21.0,51,443.5,126.7,5.8,0,775.9,2194.7,2891.4,2498.2333333333336,-696.7000000000003,7.9157131993821155,16.74,1.221,2740.0,3343.8,,
PRESIDENTE VENCESLAU,Presidente Venceslau,2013,448.5,32.0,6,314.4,60.7,1.4,2,740.7,3343.8,2194.7,2809.9666666666667,1149.1000000000004,8.414052432496725,64.6,1.08,4510.0,3620.6,,
PRESIDENTE VENCESLAU,Presidente Venceslau,2014,298.8,-12.1,18,172.7,-11.7,7.2,0,580.9,3620.6,3343.8,3053.033333333333,276.7999999999997,8.345217926676428,-6.65,0.899,4210.0,3370.5,,
PRESIDENTE VENCESLAU,Presidente Venceslau,2015,341.0,0.4,1,170.3,-12.9,8.7,0,600.8,3370.5,3620.6,3444.966666666667,-250.0999999999999,8.773384596776648,53.44,0.965,6460.0,3894.4,,
PRESIDENTE VENCESLAU,Presidente Venceslau,2016,393.4,15.8,0,288.4,47.4,2.6,0,824.1,3894.4,3370.5,3628.5,523.9000000000001,8.36287583103188,-33.67,1.16,4285.0,3788.0,,
PRESIDENTE VENCESLAU,Presidente Venceslau,2017,228.1,-32.9,7,298.9,52.8,6.0,0,669.3,3788.0,3894.4,3684.2999999999997,-106.40000000000009,8.326032685955079,-3.62,1.265,4130.0,2686.9,,
PRESIDENTE VENCESLAU,Presidente Venceslau,2018,292.4,-14.0,1,60.0,-69.4,6.8,0,590.2,2686.9,3788.0,3456.433333333333,-1101.1,8.835210463664092,66.39,0.849,6872.0,3130.4,,
PRESIDENTE VENCESLAU,Presidente Venceslau,2019,279.3,-17.8,36,91.1,-53.4,3.5,0,456.3,3130.4,2686.9,3201.7666666666664,443.5,8.651724084373843,-16.76,1.065,5720.0,4270.0,,
PRESIDENTE VENCESLAU,Presidente Venceslau,2020,270.3,-20.4,26,200.7,2.6,6.8,0,627.8,4270.0,3130.4,3362.433333333333,1139.6,8.882669291308039,25.98,1.144,7206.0,4702.9,,
PRESIDENTE VENCESLAU,Presidente Venceslau,2021,128.7,-62.1,45,89.8,-54.1,3.1,0,429.0,4702.9,4270.0,4034.433333333333,432.89999999999964,8.983690681332686,10.63,1.204,7972.0,2133.3,,
