edr,edr_chave,oeste,sul,leste,norte,cafe_ha
Catanduva,CATANDUVA,-49.12314188500962,-21.083362357920063,-49.07301589215575,-21.033236365066195,44.7
Catanduva,CATANDUVA,-49.27351986357123,-21.133488350773934,-49.223393870717366,-21.083362357920063,53.0
Catanduva,CATANDUVA,-48.82238592788641,-21.133488350773934,-48.77225993503254,-21.083362357920063,69.9
Catanduva,CATANDUVA,-49.373771849278974,-21.23374033648167,-49.3236458564251,-21.183614343627802,61.9
Catanduva,CATANDUVA,-49.373771849278974,-21.28386632933554,-49.3236458564251,-21.23374033648167,75.5
Catanduva,CATANDUVA,-49.42389784213284,-21.484370300751017,-49.373771849278974,-21.43424430789715,37.6
Catanduva,CATANDUVA,-49.223393870717366,-21.484370300751017,-49.173267877863495,-21.43424430789715,42.3
Franca,FRANCA,-47.53617706126488,-20.11160627770142,-47.48605106841101,-20.06148028484755,73.3
Franca,FRANCA,-47.48605106841101,-20.11160627770142,-47.43592507555714,-20.06148028484755,112.1
Franca,FRANCA,-47.586303054118744,-20.161732270555287,-47.53617706126488,-20.11160627770142,71.4
