edr_chave,edr,ano,alvo,rendimento_a1,rendimento_a2,capacidade,previsto
BARRETOS,Barretos,2005,1888.9,3105.6,3016.8,25044.0,3028.883031254426
BOTUCATU,Botucatu,2005,2971.9,3019.7,3065.9,1600.0,3042.081776519414
CAMPINAS,Campinas,2005,3093.1,3021.5,2925.3,1772.0,2903.24399080415
FERNANDOPOLIS,Fernandópolis,2005,3131.2,1802.2,2358.5,3430.0,2176.4845842300397
FRANCA,Franca,2005,2867.4,3311.3,2878.9,2670.0,3148.2810780365458
GENERAL SALGADO,General Salgado,2005,3513.3,3035.0,3322.1,2382.0,3434.1625760895317
ITAPETININGA,Itapetininga,2005,3816.1,4059.9,3669.6,4882.0,4250.617859238756
ITAPEVA,Itapeva,2005,2914.1,4701.0,5227.1,12160.0,5292.001927241019
LIMEIRA,Limeira,2005,4272.9,2517.4,3372.4,852.0,2450.0896411164963
MOGI MIRIM,Mogi Mirim,2005,3293.0,3662.8,3271.2,1290.0,3881.8768788464413
ORLANDIA,Orlândia,2005,1954.6,3513.6,2957.1,24650.0,3210.965861433787
OURINHOS,Ourinhos,2005,2637.0,3850.4,3076.8,19590.0,3192.025188485565
PRESIDENTE PRUDENTE,Presidente Prudente,2005,2599.1,2495.2,2920.9,31880.0,2658.1775977762095
PRESIDENTE VENCESLAU,Presidente Venceslau,2005,1331.6,1722.5,2137.4,2826.0,2018.1238154878888
SOROCABA,Sorocaba,2005,2894.5,2946.5,3429.8,3868.0,3511.818917946199
SAO JOSE DO RIO PRETO,São José do Rio Preto,2005,2055.9,2808.5,2893.6,1495.0,3024.198891309263
SAO JOAO DA BOA VISTA,São João da Boa Vista,2005,3148.1,3220.7,3027.6,770.0,2986.70108565071
ANDRADINA,Andradina,2006,3238.1,3918.8,2868.1,1260.0,4265.352114479741
ARARAQUARA,Araraquara,2006,1930.6,3040.8,3035.8,620.0,2723.5838065491316
ARACATUBA,Araçatuba,2006,2285.7,3091.2,3593.6,10064.0,2950.1202362664017
ASSIS,Assis,2006,1758.0,2213.8,2995.8,116500.0,2650.7598083748385
AVARE,Avaré,2006,3245.9,3143.7,3405.3,6751.0,3538.0274725208146
BARRETOS,Barretos,2006,1740.8,1888.9,3105.6,17779.0,2381.6641046304962
BOTUCATU,Botucatu,2006,2247.5,2971.9,3019.7,1200.0,2518.286430912316
CAMPINAS,Campinas,2006,3369.2,3093.1,3021.5,772.0,2532.042577095956
FERNANDOPOLIS,Fernandópolis,2006,1572.3,3131.2,1802.2,1265.0,2831.1321210876467
FRANCA,Franca,2006,2806.1,2867.4,3311.3,2120.0,2575.6885567885
GENERAL SALGADO,General Salgado,2006,4224.7,3513.3,3035.0,1603.0,4054.2718389990305
ITAPETININGA,Itapetininga,2006,3818.0,3816.1,4059.9,5560.0,4656.635245672938
ITAPEVA,Itapeva,2006,3968.1,2914.1,4701.0,16120.0,4648.238587372166
LIMEIRA,Limeira,2006,3998.7,4272.9,2517.4,760.0,4367.5430194089595
MOGI MIRIM,Mogi Mirim,2006,4000.0,3293.0,3662.8,570.0,3424.8151571159574
ORLANDIA,Orlândia,2006,1608.0,1954.6,3513.6,18750.0,2419.507520174748
OURINHOS,Ourinhos,2006,2455.5,2637.0,3850.4,16390.0,3548.792623862298
PRESIDENTE PRUDENTE,Presidente Prudente,2006,1903.5,2599.1,2495.2,34795.0,2084.5846144233055
PRESIDENTE VENCESLAU,Presidente Venceslau,2006,1487.8,1331.6,1722.5,2450.0,1779.995362103618
SOROCABA,Sorocaba,2006,2779.5,2894.5,2946.5,3700.0,2915.731921971165
SAO JOSE DO RIO PRETO,São José do Rio Preto,2006,2441.4,2055.9,2808.5,1102.0,2206.8151956196994
SAO JOAO DA BOA VISTA,São João da Boa Vista,2006,2672.7,3148.1,3220.7,440.0,2540.550359441888
ANDRADINA,Andradina,2007,3100.0,3238.1,3918.8,1560.0,3686.7218349364603
ARARAQUARA,Araraquara,2007,2465.9,1930.6,3040.8,820.0,2839.6801973338784
ARACATUBA,Araçatuba,2007,2206.9,2285.7,3091.2,3310.0,2803.4579198547867
ASSIS,Assis,2007,3638.0,1758.0,2213.8,102750.0,2279.352982312994
AVARE,Avaré,2007,4025.5,3245.9,3143.7,10640.0,3604.1661353570667
BARRETOS,Barretos,2007,3035.3,1740.8,1888.9,14564.0,2132.585021180509
BOTUCATU,Botucatu,2007,2628.1,2247.5,2971.9,1710.0,3292.6533648269906
CAMPINAS,Campinas,2007,2853.1,3369.2,3093.1,535.0,3406.677636715504
FERNANDOPOLIS,Fernandópolis,2007,1749.2,1572.3,3131.2,1240.0,2604.191481441566
FRANCA,Franca,2007,3120.9,2806.1,2867.4,2730.0,2769.5582562587488
GENERAL SALGADO,General Salgado,2007,3344.8,4224.7,3513.3,1253.0,3704.0239720079794
ITAPETININGA,Itapetininga,2007,4051.6,3818.0,3816.1,6430.0,4036.879375320481
ITAPEVA,Itapeva,2007,4617.0,3968.1,2914.1,22880.0,4241.283286375801
LIMEIRA,Limeira,2007,2681.4,3998.7,4272.9,970.0,3998.5695123406795
MOGI MIRIM,Mogi Mirim,2007,3864.0,4000.0,3293.0,1250.0,3744.9595396358704
ORLANDIA,Orlândia,2007,2560.9,1608.0,1954.6,13050.0,2284.716879913844
OURINHOS,Ourinhos,2007,2887.5,2455.5,2637.0,15686.0,3351.1576526741947
PRESIDENTE PRUDENTE,Presidente Prudente,2007,2572.4,1903.5,2599.1,22100.0,2330.669138485871
PRESIDENTE VENCESLAU,Presidente Venceslau,2007,2040.6,1487.8,1331.6,1970.0,1823.4332295381266
SOROCABA,Sorocaba,2007,2676.2,2779.5,2894.5,4040.0,3193.7182037808334
SAO JOSE DO RIO PRETO,São José do Rio Preto,2007,2774.6,2441.4,2055.9,812.0,2299.4604144575083
SAO JOAO DA BOA VISTA,São João da Boa Vista,2007,1562.5,2672.7,3148.1,960.0,3142.604705228069
ANDRADINA,Andradina,2008,3373.6,3100.0,3238.1,2072.0,3887.9884345444284
ARARAQUARA,Araraquara,2008,2940.0,2465.9,1930.6,500.0,2962.2818238720456
ARACATUBA,Araçatuba,2008,3299.1,2206.9,2285.7,5856.5,3095.7144635087457
ASSIS,Assis,2008,4391.4,3638.0,1758.0,108450.0,3313.4244837530937
AVARE,Avaré,2008,4464.1,4025.5,3245.9,8484.0,3964.5452161130643
BARRETOS,Barretos,2008,3872.6,3035.3,1740.8,10200.0,2685.1221446195636
BOTUCATU,Botucatu,2008,2515.6,2628.1,2247.5,1090.0,3205.46914529177
CAMPINAS,Campinas,2008,3452.9,2853.1,3369.2,1020.0,3545.5845975043403
FERNANDOPOLIS,Fernandópolis,2008,2198.1,1749.2,1572.3,938.4,2285.8297399855655
FRANCA,Franca,2008,2973.7,3120.9,2806.1,2280.0,3328.2122359741843
GENERAL SALGADO,General Salgado,2008,3625.4,3344.8,4224.7,1866.0,4033.391206934725
ITAPETININGA,Itapetininga,2008,5379.0,4051.6,3818.0,14300.0,3517.991798257686
ITAPEVA,Itapeva,2008,6046.4,4617.0,3968.1,14100.0,4702.343606062288
LIMEIRA,Limeira,2008,2718.6,2681.4,3998.7,970.0,3754.2782836694155
MOGI MIRIM,Mogi Mirim,2008,3794.1,3864.0,4000.0,1700.0,3953.75860118066
ORLANDIA,Orlândia,2008,3573.5,2560.9,1608.0,13494.7,2804.629933430294
OURINHOS,Ourinhos,2008,3499.5,2887.5,2455.5,20040.0,3492.061951268199
PRESIDENTE PRUDENTE,Presidente Prudente,2008,3550.8,2572.4,1903.5,22880.0,2808.9307351526995
PRESIDENTE VENCESLAU,Presidente Venceslau,2008,2205.4,2040.6,1487.8,1872.0,1794.8216397018257
SOROCABA,Sorocaba,2008,5239.4,2676.2,2779.5,3550.0,3176.1907595946036
SAO JOSE DO RIO PRETO,São José do Rio Preto,2008,3132.9,2774.6,2441.4,700.0,2692.075749447294
SAO JOAO DA BOA VISTA,São João da Boa Vista,2008,3653.4,1562.5,2672.7,326.1,2833.1003590914997
ANDRADINA,Andradina,2009,5193.8,3373.6,3100.0,1409.5,3576.105544090636
ARARAQUARA,Araraquara,2009,2782.8,2940.0,2465.9,580.0,2935.6451109952436
ARACATUBA,Araçatuba,2009,3773.0,3299.1,2206.9,7849.4,2934.7092465257347
ASSIS,Assis,2009,2663.7,4391.4,3638.0,107380.0,4010.6103064220906
AVARE,Avaré,2009,4745.4,4464.1,4025.5,9926.0,4273.876617774274
BARRETOS,Barretos,2009,3258.0,3872.6,3035.3,12664.0,3350.597843327775
BOTUCATU,Botucatu,2009,2970.6,2515.6,2628.1,1430.0,3022.4935110230035
CAMPINAS,Campinas,2009,3611.7,3452.9,2853.1,1535.0,3965.624225956029
FERNANDOPOLIS,Fernandópolis,2009,1969.4,2198.1,1749.2,850.0,2040.406407738033
FRANCA,Franca,2009,3093.3,2973.7,3120.9,2380.0,3345.1080964366374
GENERAL SALGADO,General Salgado,2009,3963.7,3625.4,3344.8,1368.4,4280.048268086317
ITAPETININGA,Itapetininga,2009,5191.6,5379.0,4051.6,15230.0,5195.793376785284
ITAPEVA,Itapeva,2009,3448.5,6046.4,4617.0,13270.0,4713.951617785301
LIMEIRA,Limeira,2009,3255.5,2718.6,2681.4,472.0,3480.548075440282
MOGI MIRIM,Mogi Mirim,2009,4436.2,3794.1,3864.0,1270.0,4255.296896300528
ORLANDIA,Orlândia,2009,3003.7,3573.5,2560.9,13085.9,3195.1245609283715
OURINHOS,Ourinhos,2009,3188.9,3499.5,2887.5,24357.0,3053.879801257159
PRESIDENTE PRUDENTE,Presidente Prudente,2009,2728.4,3550.8,2572.4,26500.0,2977.8130508738045
PRESIDENTE VENCESLAU,Presidente Venceslau,2009,2408.6,2205.4,2040.6,2430.0,1933.8314276382248
SOROCABA,Sorocaba,2009,2872.5,5239.4,2676.2,3745.0,4296.8960839331285
SAO JOSE DO RIO PRETO,São José do Rio Preto,2009,3118.1,3132.9,2774.6,940.0,2600.429486326833
SAO JOAO DA BOA VISTA,São João da Boa Vista,2009,4773.8,3653.4,1562.5,643.0,3532.7993597203026
ANDRADINA,Andradina,2010,5779.2,5193.8,3373.6,1780.0,4734.876749521399
ARARAQUARA,Araraquara,2010,2250.0,2782.8,2940.0,200.0,2708.458479024939
ARACATUBA,Araçatuba,2010,3214.9,3773.0,3299.1,9282.0,3131.382355393538
ASSIS,Assis,2010,4191.3,2663.7,4391.4,113620.0,4772.826550763107
AVARE,Avaré,2010,4832.8,4745.4,4464.1,10341.0,4766.365378401187
BARRETOS,Barretos,2010,3847.0,3258.0,3872.6,14428.0,3439.096473104835
BOTUCATU,Botucatu,2010,3558.1,2970.6,2515.6,1232.0,3121.309621196128
CAMPINAS,Campinas,2010,4246.2,3611.7,3452.9,130.0,3769.5524737294504
FERNANDOPOLIS,Fernandópolis,2010,2107.5,1969.4,2198.1,800.0,2580.831953677331
FRANCA,Franca,2010,3412.5,3093.3,2973.7,1910.0,2990.8840751246416
GENERAL SALGADO,General Salgado,2010,4001.3,3963.7,3625.4,1130.5,3696.7228260504994
ITAPETININGA,Itapetininga,2010,5456.0,5191.6,5379.0,12380.0,4565.591708408959
ITAPEVA,Itapeva,2010,5253.0,3448.5,6046.4,18530.0,4374.469110560076
LIMEIRA,Limeira,2010,3263.9,3255.5,2718.6,582.0,3603.4563743608696
MOGI MIRIM,Mogi Mirim,2010,4338.5,4436.2,3794.1,650.0,4665.21821621214
ORLANDIA,Orlândia,2010,2698.7,3003.7,3573.5,11115.9,2531.8684845835633
OURINHOS,Ourinhos,2010,3705.6,3188.9,3499.5,21300.0,3954.7385070010378
PRESIDENTE PRUDENTE,Presidente Prudente,2010,3834.4,2728.4,3550.8,19250.0,2921.3358057052824
PRESIDENTE VENCESLAU,Presidente Venceslau,2010,2891.4,2408.6,2205.4,2144.0,2712.3020266789804
SOROCABA,Sorocaba,2010,3152.1,2872.5,5239.4,2639.0,4210.009809137272
SAO JOSE DO RIO PRETO,São José do Rio Preto,2010,2978.9,3118.1,3132.9,1140.0,3012.0989045589195
SAO JOAO DA BOA VISTA,São João da Boa Vista,2010,3873.6,4773.8,3653.4,3050.0,3813.6273564662283
ANDRADINA,Andradina,2011,3540.4,5779.2,5193.8,1138.0,4455.542470806677
ARARAQUARA,Araraquara,2011,1500.0,2250.0,2782.8,100.0,2375.7254042311074
ARACATUBA,Araçatuba,2011,2000.9,3214.9,3773.0,10523.0,3237.763844292713
ASSIS,Assis,2011,1913.2,4191.3,2663.7,122500.0,4624.828757175317
AVARE,Avaré,2011,4896.3,4832.8,4745.4,7230.0,5042.953528158014
BARRETOS,Barretos,2011,4747.3,3847.0,3258.0,15382.0,4119.542811580182
BOTUCATU,Botucatu,2011,3729.6,3558.1,2970.6,1505.0,3138.6314697937382
CAMPINAS,Campinas,2011,2742.9,4246.2,3611.7,350.0,4584.377078753837
FERNANDOPOLIS,Fernandópolis,2011,1934.8,2107.5,1969.4,890.0,2222.3044826812725
FRANCA,Franca,2011,3170.0,3412.5,3093.3,2330.0,2963.82342066414
GENERAL SALGADO,General Salgado,2011,3822.9,4001.3,3963.7,1470.0,4086.320630061091
ITAPETININGA,Itapetininga,2011,4408.1,5456.0,5191.6,9422.0,4964.119980039613
ITAPEVA,Itapeva,2011,3831.0,5253.0,3448.5,22600.0,5082.619830132797
LIMEIRA,Limeira,2011,3968.5,3263.9,3255.5,552.0,3541.670754449991
MOGI MIRIM,Mogi Mirim,2011,4712.8,4338.5,4436.2,1790.0,4765.1980041809675
ORLANDIA,Orlândia,2011,3426.6,2698.7,3003.7,5625.0,2842.0837095817237
OURINHOS,Ourinhos,2011,2519.2,3705.6,3188.9,33182.0,4100.240114743012
PRESIDENTE PRUDENTE,Presidente Prudente,2011,3928.5,3834.4,2728.4,26430.0,3716.1168380531512
PRESIDENTE VENCESLAU,Presidente Venceslau,2011,2194.7,2891.4,2408.6,2347.0,2835.5540271616674
SOROCABA,Sorocaba,2011,4688.1,3152.1,2872.5,2349.0,4122.90708813758
SAO JOSE DO RIO PRETO,São José do Rio Preto,2011,2850.2,2978.9,3118.1,1482.0,2245.3115202130393
SAO JOAO DA BOA VISTA,São João da Boa Vista,2011,4279.9,3873.6,4773.8,3380.0,4867.9367408962635
ANDRADINA,Andradina,2012,3850.7,3540.4,5779.2,1125.0,4957.857611942867
ARARAQUARA,Araraquara,2012,3746.2,1500.0,2250.0,800.0,2942.859429018965
ARACATUBA,Araçatuba,2012,4393.6,2000.9,3214.9,13277.0,2839.2263254742647
ASSIS,Assis,2012,4478.3,1913.2,4191.3,118850.0,3021.041837942452
AVARE,Avaré,2012,5261.9,4896.3,4832.8,12600.0,4564.833430076442
BARRETOS,Barretos,2012,4507.1,4747.3,3847.0,13980.0,4518.464672238908
BOTUCATU,Botucatu,2012,3428.8,3729.6,3558.1,1549.0,3229.361191888675
CAMPINAS,Campinas,2012,3152.6,2742.9,4246.2,1140.0,3604.479144861784
FERNANDOPOLIS,Fernandópolis,2012,1885.0,1934.8,2107.5,694.4,2195.842873602711
FRANCA,Franca,2012,4529.0,3170.0,3412.5,1550.0,3351.0944268318863
GENERAL SALGADO,General Salgado,2012,3729.7,3822.9,4001.3,1605.0,3718.4068160933803
ITAPETININGA,Itapetininga,2012,5341.4,4408.1,5456.0,5663.36,5319.716415572886
ITAPEVA,Itapeva,2012,5294.7,3831.0,5253.0,27888.0,4547.525887735519
LIMEIRA,Limeira,2012,4481.1,3968.5,3263.9,537.0,3215.0056021157056
MOGI MIRIM,Mogi Mirim,2012,3833.5,4712.8,4338.5,2120.0,5271.9943272332075
ORLANDIA,Orlândia,2012,3825.0,3426.6,2698.7,7992.0,3129.124200068595
OURINHOS,Ourinhos,2012,4943.2,2519.2,3705.6,37662.0,2795.513600898675
PRESIDENTE PRUDENTE,Presidente Prudente,2012,3904.2,3928.5,3834.4,34120.0,3661.697701019233
PRESIDENTE VENCESLAU,Presidente Venceslau,2012,3343.8,2194.7,2891.4,2740.0,2703.082493976393
SOROCABA,Sorocaba,2012,3192.9,4688.1,3152.1,2019.0,3488.9120041968226
SAO JOSE DO RIO PRETO,São José do Rio Preto,2012,3657.9,2850.2,2978.9,1710.0,3005.5044886713717
SAO JOAO DA BOA VISTA,São João da Boa Vista,2012,3058.4,4279.9,3873.6,4620.0,5330.3178297508875
ANDRADINA,Andradina,2013,5297.7,3850.7,3540.4,2052.0,4170.954763799875
ARARAQUARA,Araraquara,2013,3490.9,3746.2,1500.0,220.0,3610.4688333279933
ARACATUBA,Araçatuba,2013,4118.9,4393.6,2000.9,15955.7,3220.347818999846
ASSIS,Assis,2013,4201.4,4478.3,1913.2,121050.0,3633.7970470964256
AVARE,Avaré,2013,4773.9,5261.9,4896.3,12650.0,5667.842398577279
BARRETOS,Barretos,2013,5323.8,4507.1,4747.3,14462.0,4412.738353412917
BOTUCATU,Botucatu,2013,3770.9,3428.8,3729.6,2465.0,3291.27068181418
CAMPINAS,Campinas,2013,3703.3,3152.6,2742.9,1080.0,3677.8308561104423
FERNANDOPOLIS,Fernandópolis,2013,1377.5,1885.0,1934.8,534.0,2457.893247878913
FRANCA,Franca,2013,4051.5,4529.0,3170.0,1071.0,4238.9964134845795
GENERAL SALGADO,General Salgado,2013,4543.6,3729.7,3822.9,2348.0,3531.436696655412
ITAPETININGA,Itapetininga,2013,4961.3,5341.4,4408.1,14580.0,6198.2338884504825
ITAPEVA,Itapeva,2013,5268.0,5294.7,3831.0,33410.0,4168.398760671927
LIMEIRA,Limeira,2013,4556.6,4481.1,3968.5,758.0,3694.3399181431905
MOGI MIRIM,Mogi Mirim,2013,5802.5,3833.5,4712.8,2445.0,4257.137776444571
ORLANDIA,Orlândia,2013,3626.8,3825.0,3426.6,8050.0,3581.072944415257
OURINHOS,Ourinhos,2013,4321.4,4943.2,2519.2,42810.0,4197.135073637806
PRESIDENTE PRUDENTE,Presidente Prudente,2013,3260.9,3904.2,3928.5,34640.0,4169.706886691998
PRESIDENTE VENCESLAU,Presidente Venceslau,2013,3620.6,3343.8,2194.7,4510.0,3233.25110756321
SOROCABA,Sorocaba,2013,3253.3,3192.9,4688.1,2319.0,4556.493661523131
SAO JOSE DO RIO PRETO,São José do Rio Preto,2013,3406.7,3657.9,2850.2,2184.0,3258.3748532374016
SAO JOAO DA BOA VISTA,São João da Boa Vista,2013,4733.6,3058.4,4279.9,3930.0,3788.0824941632595
ANDRADINA,Andradina,2014,2119.7,5297.7,3850.7,760.0,4088.263661118
ARARAQUARA,Araraquara,2014,4098.1,3490.9,3746.2,530.0,3223.7311788554075
ARACATUBA,Araçatuba,2014,3141.9,4118.9,4393.6,14227.4,3473.229449965543
ASSIS,Assis,2014,4971.6,4201.4,4478.3,118550.0,3661.1195295478137
AVARE,Avaré,2014,5215.1,4773.9,5261.9,14048.0,4768.612036386772
BARRETOS,Barretos,2014,4764.9,5323.8,4507.1,13221.0,5216.11554237191
BOTUCATU,Botucatu,2014,3554.9,3770.9,3428.8,1477.0,4296.351788536164
CAMPINAS,Campinas,2014,3725.3,3703.3,3152.6,910.0,3966.4581749579015
FERNANDOPOLIS,Fernandópolis,2014,1906.4,1377.5,1885.0,644.2,1921.522909931629
FRANCA,Franca,2014,4572.3,4051.5,4529.0,1370.0,4952.327542287361
GENERAL SALGADO,General Salgado,2014,3141.5,4543.6,3729.7,2070.96,4387.08986154905
ITAPETININGA,Itapetininga,2014,4364.5,4961.3,5341.4,7550.0,5235.161320533294
ITAPEVA,Itapeva,2014,4338.3,5268.0,5294.7,31970.0,4587.876080216469
LIMEIRA,Limeira,2014,3309.1,4556.6,4481.1,1252.0,5450.084649953038
MOGI MIRIM,Mogi Mirim,2014,3993.3,5802.5,3833.5,1530.0,4063.4925169216135
ORLANDIA,Orlândia,2014,5188.4,3626.8,3825.0,8650.0,3659.8488666409753
OURINHOS,Ourinhos,2014,4755.6,4321.4,4943.2,47600.0,5115.667684676258
PRESIDENTE PRUDENTE,Presidente Prudente,2014,4466.8,3260.9,3904.2,36370.0,4059.4799223378805
PRESIDENTE VENCESLAU,Presidente Venceslau,2014,3370.5,3620.6,3343.8,4210.0,3249.0705348777797
SOROCABA,Sorocaba,2014,4355.4,3253.3,3192.9,1819.0,4616.513472455184
SAO JOSE DO RIO PRETO,São José do Rio Preto,2014,4320.7,3406.7,3657.9,2230.3,3637.7850463622767
SAO JOAO DA BOA VISTA,São João da Boa Vista,2014,3638.7,4733.6,3058.4,3100.0,3707.8582834769695
ANDRADINA,Andradina,2015,5370.8,2119.7,5297.7,1775.0,4104.299596296312
ARARAQUARA,Araraquara,2015,5936.1,4098.1,3490.9,305.0,3578.490366081286
ARACATUBA,Araçatuba,2015,4641.2,3141.9,4118.9,17570.0,4073.7951281761048
ASSIS,Assis,2015,5050.9,4971.6,4201.4,118800.0,4075.8538398092037
AVARE,Avaré,2015,5140.1,5215.1,4773.9,18908.0,5044.0207730299035
BARRETOS,Barretos,2015,5145.0,4764.9,5323.8,14294.0,4533.478462288821
BOTUCATU,Botucatu,2015,3978.2,3554.9,3770.9,1277.0,3559.450165701369
CAMPINAS,Campinas,2015,3702.0,3725.3,3703.3,1000.0,3753.838018477624
FERNANDOPOLIS,Fernandópolis,2015,1942.9,1906.4,1377.5,630.0,2029.7861616296302
FRANCA,Franca,2015,4628.6,4572.3,4051.5,1820.0,5235.056990160647
GENERAL SALGADO,General Salgado,2015,4271.1,3141.5,4543.6,2110.0,4210.0706805125965
ITAPETININGA,Itapetininga,2015,4734.2,4364.5,4961.3,13500.0,4751.737820714283
ITAPEVA,Itapeva,2015,6077.5,4338.3,5268.0,44800.0,4648.154605330073
LIMEIRA,Limeira,2015,4497.5,3309.1,4556.6,2400.0,4458.940207174081
MOGI MIRIM,Mogi Mirim,2015,4931.0,3993.3,5802.5,1420.0,4357.243741105059
ORLANDIA,Orlândia,2015,5536.9,5188.4,3626.8,7930.0,4988.268075515469
OURINHOS,Ourinhos,2015,5031.5,4755.6,4321.4,49416.0,4752.104538747636
PRESIDENTE PRUDENTE,Presidente Prudente,2015,5449.1,4466.8,3260.9,31760.0,3512.6005939539823
PRESIDENTE VENCESLAU,Presidente Venceslau,2015,3894.4,3370.5,3620.6,6460.0,3460.8365084621473
SOROCABA,Sorocaba,2015,5191.3,4355.4,3253.3,4849.0,3589.330860717988
SAO JOSE DO RIO PRETO,São José do Rio Preto,2015,4421.0,4320.7,3406.7,2880.0,3806.5603050547893
SAO JOAO DA BOA VISTA,São João da Boa Vista,2015,5429.5,3638.7,4733.6,3050.0,4450.452232089129
ANDRADINA,Andradina,2016,2116.8,5370.8,2119.7,1820.0,3650.1124552003907
ARARAQUARA,Araraquara,2016,3821.1,5936.1,4098.1,1140.0,3742.0354293628066
ARACATUBA,Araçatuba,2016,3743.8,4641.2,3141.9,23727.3,4646.283681578805
ASSIS,Assis,2016,3174.1,5050.9,4971.6,127400.0,4179.892937957248
AVARE,Avaré,2016,4904.8,5140.1,5215.1,29330.0,5858.519932828178
BARRETOS,Barretos,2016,4317.1,5145.0,4764.9,15520.8,5434.890111179179
BOTUCATU,Botucatu,2016,3831.8,3978.2,3554.9,2110.0,4114.305251349286
CAMPINAS,Campinas,2016,3566.0,3702.0,3725.3,970.0,4043.416842680285
FERNANDOPOLIS,Fernandópolis,2016,2295.8,1942.9,1906.4,1016.0,1937.2589229982984
FRANCA,Franca,2016,4280.0,4628.6,4572.3,1500.0,4289.495007413882
GENERAL SALGADO,General Salgado,2016,2914.4,4271.1,3141.5,3460.94,4321.617432666435
ITAPETININGA,Itapetininga,2016,5518.0,4734.2,4364.5,21500.0,4981.108548268938
ITAPEVA,Itapeva,2016,4877.2,6077.5,4338.3,74460.0,5962.665885809618
LIMEIRA,Limeira,2016,3841.2,4497.5,3309.1,1042.0,4524.804792983685
MOGI MIRIM,Mogi Mirim,2016,4964.7,4931.0,3993.3,1530.0,4894.215129675815
ORLANDIA,Orlândia,2016,3148.1,5536.9,5188.4,7780.0,4753.314418207524
OURINHOS,Ourinhos,2016,3818.8,5031.5,4755.6,58840.0,5165.272989656699
PRESIDENTE PRUDENTE,Presidente Prudente,2016,3513.1,5449.1,4466.8,23060.0,4351.539658608959
PRESIDENTE VENCESLAU,Presidente Venceslau,2016,3788.0,3894.4,3370.5,4285.0,3687.0374261109755
SOROCABA,Sorocaba,2016,5407.5,5191.3,4355.4,5859.0,5513.823214483757
SAO JOSE DO RIO PRETO,São José do Rio Preto,2016,3151.8,4421.0,4320.7,4127.0,4549.608859549258
SAO JOAO DA BOA VISTA,São João da Boa Vista,2016,5625.3,5429.5,3638.7,2370.0,3793.943415103787
ANDRADINA,Andradina,2017,5219.0,2116.8,5370.8,2021.0,3482.377513061124
ARARAQUARA,Araraquara,2017,4014.9,3821.1,5936.1,1005.0,4641.371162714227
ARACATUBA,Araçatuba,2017,5293.7,3743.8,4641.2,25334.0,4503.2521268252685
ASSIS,Assis,2017,4855.5,3174.1,5050.9,135652.0,4846.680577320538
AVARE,Avaré,2017,6352.6,4904.8,5140.1,27125.0,4573.276098463966
BARRETOS,Barretos,2017,4536.4,4317.1,5145.0,15767.0,4967.480383049541
BOTUCATU,Botucatu,2017,3738.2,3831.8,3978.2,3690.0,4124.701671001308
CAMPINAS,Campinas,2017,4480.6,3566.0,3702.0,930.0,3581.975753225345
FERNANDOPOLIS,Fernandópolis,2017,2900.0,2295.8,1942.9,900.0,2454.553551602403
FRANCA,Franca,2017,5047.8,4280.0,4628.6,1840.0,4844.355036325659
GENERAL SALGADO,General Salgado,2017,4449.4,2914.4,4271.1,2688.0,3640.4370100067604
ITAPETININGA,Itapetininga,2017,6263.6,5518.0,4734.2,19800.0,3812.980120785259
ITAPEVA,Itapeva,2017,8006.6,4877.2,6077.5,78740.0,5164.778420409647
LIMEIRA,Limeira,2017,4064.0,3841.2,4497.5,1438.0,4333.752166743505
MOGI MIRIM,Mogi Mirim,2017,5202.7,4964.7,4931.0,1733.0,4395.306374008801
ORLANDIA,Orlândia,2017,3778.8,3148.1,5536.9,4430.0,4336.039679853378
OURINHOS,Ourinhos,2017,5534.2,3818.8,5031.5,61250.0,4910.011250651713
PRESIDENTE PRUDENTE,Presidente Prudente,2017,3992.9,3513.1,5449.1,23210.0,4986.180697184091
PRESIDENTE VENCESLAU,Presidente Venceslau,2017,2686.9,3788.0,3894.4,4130.0,3772.890303550125
SOROCABA,Sorocaba,2017,7682.9,5407.5,5191.3,4679.0,4731.156339283182
SAO JOSE DO RIO PRETO,São José do Rio Preto,2017,4835.0,3151.8,4421.0,4630.0,4324.340932978535
SAO JOAO DA BOA VISTA,São João da Boa Vista,2017,5387.3,5625.3,5429.5,2830.0,4848.577974932588
ANDRADINA,Andradina,2018,3814.7,5219.0,2116.8,988.0,3112.899258737199
ARARAQUARA,Araraquara,2018,4482.4,4014.9,3821.1,850.0,4112.24294402726
ARACATUBA,Araçatuba,2018,2222.0,5293.7,3743.8,23852.0,4415.566871364527
ASSIS,Assis,2018,2893.3,4855.5,3174.1,141040.0,4005.5561887639274
AVARE,Avaré,2018,4732.2,6352.6,4904.8,30450.0,5734.54155033663
BARRETOS,Barretos,2018,3892.7,4536.4,4317.1,17207.0,4932.086612259278
BOTUCATU,Botucatu,2018,3497.5,3738.2,3831.8,3714.6,3991.3880053228363
CAMPINAS,Campinas,2018,4412.1,4480.6,3566.0,962.0,3523.54809860832
FERNANDOPOLIS,Fernandópolis,2018,3438.0,2900.0,2295.8,948.0,2361.0591777003074
FRANCA,Franca,2018,6361.0,5047.8,4280.0,2310.0,4930.766828582402
GENERAL SALGADO,General Salgado,2018,4035.8,4449.4,2914.4,3335.29,3571.3272499857953
ITAPETININGA,Itapetininga,2018,5408.4,6263.6,5518.0,31205.0,5683.427763098152
ITAPEVA,Itapeva,2018,4199.2,8006.6,4877.2,90210.0,5647.809558628608
