mae_modelo,mae_persistencia,mae_bienal,rmse_modelo,vies_modelo,n_observacoes,anos,mae_modelo_pond,mae_lag2_pond,cultura,unidade_alvo,unidade_producao
202.4612372956724,236.54140625,184.88777173913041,269.17607923446377,17.79334185841064,400,2001–2025,241.72829558550836,223.93030348230957,cafe,kg/ha,sc 60 kg
