edr_chave,edr,ano,alvo,rendimento_a1,rendimento_a2,capacidade,previsto
BRAGANCA PAULISTA,Bragança Paulista,2020,1803.4,1565.1,1529.5,7750.0,1665.2309379780459
DRACENA,Dracena,2020,905.1,1036.8,907.4,2245.0,1013.8426019657318
FRANCA,Franca,2020,2505.6,1309.3,2362.4,67949.0,2364.229097133318
JAU,Jaú,2020,1846.7,1487.4,1830.7,6893.0,2127.4630732102555
LINS,Lins,2020,1402.6,1170.7,1520.5,1208.85,1309.143361200682
MARILIA,Marília,2020,1650.3,984.0,1421.5,20361.0,1195.934157494801
MOGI MIRIM,Mogi Mirim,2020,1079.5,969.7,949.4,1489.5,917.7988460478855
ORLANDIA,Orlândia,2020,2565.0,2441.7,2209.1,2453.96,2255.893059363639
OURINHOS,Ourinhos,2020,1487.6,1568.0,1551.7,14545.0,1358.4188391729178
RIBEIRAO PRETO,Ribeirão Preto,2020,1716.2,1704.9,1693.0,5240.65,1653.9047457110873
SAO JOAO DA BOA VISTA,São João da Boa Vista,2020,1722.9,1387.0,1430.5,47714.5,1530.0595917852954
TUPA,Tupã,2020,939.9,849.7,977.4,4116.0,961.1567753957198
ARARAQUARA,Araraquara,2021,1211.7,1186.5,921.5,2026.0,1001.3960309312039
AVARE,Avaré,2021,1230.0,1428.8,1428.8,6602.0,1525.3575539031526
BAURU,Bauru,2021,1090.7,1245.5,1111.7,1052.5,1466.0373744833103
BOTUCATU,Botucatu,2021,1303.2,1237.3,1289.3,2244.2,1388.717733616123
BRAGANCA PAULISTA,Bragança Paulista,2021,1585.2,1803.4,1565.1,7300.0,1649.212662644712
DRACENA,Dracena,2021,1325.9,905.1,1036.8,2275.0,992.7992223914113
FRANCA,Franca,2021,1147.7,2505.6,1309.3,68791.0,1615.7159840881097
JAU,Jaú,2021,1684.5,1846.7,1487.4,6940.0,1675.4450663888194
LINS,Lins,2021,1245.2,1402.6,1170.7,1190.35,1379.3711185275167
MARILIA,Marília,2021,1223.1,1650.3,984.0,18638.0,1194.5869316501498
MOGI MIRIM,Mogi Mirim,2021,902.5,1079.5,969.7,1457.5,949.6148878295672
ORLANDIA,Orlândia,2021,2568.7,2565.0,2441.7,2453.96,2079.8874861464396
OURINHOS,Ourinhos,2021,1457.7,1487.6,1568.0,13550.0,1588.6994624898737
RIBEIRAO PRETO,Ribeirão Preto,2021,1326.3,1716.2,1704.9,5040.55,1507.93097790103
SAO JOAO DA BOA VISTA,São João da Boa Vista,2021,1151.8,1722.9,1387.0,48302.5,1590.1775236329663
TUPA,Tupã,2021,611.6,939.9,849.7,3527.0,903.5193304239891
ARARAQUARA,Araraquara,2022,904.5,1211.7,1186.5,2303.84,1344.324370415331
AVARE,Avaré,2022,1576.5,1230.0,1428.8,5390.3,1487.5809516290742
BAURU,Bauru,2022,1296.1,1090.7,1245.5,1239.0,1351.4645364550775
BOTUCATU,Botucatu,2022,1194.3,1303.2,1237.3,2223.2,1390.5606715774795
BRAGANCA PAULISTA,Bragança Paulista,2022,1490.4,1585.2,1803.4,7513.0,1793.0343710205705
DRACENA,Dracena,2022,801.3,1325.9,905.1,1490.0,1293.1641587864303
FRANCA,Franca,2022,1391.8,1147.7,2505.6,68129.0,2168.9338632726335
JAU,Jaú,2022,1735.9,1684.5,1846.7,6868.0,2033.3081855415348
LINS,Lins,2022,1071.4,1245.2,1402.6,977.45,1418.5538248360826
MARILIA,Marília,2022,1072.2,1223.1,1650.3,18453.0,1491.4540942931233
MOGI MIRIM,Mogi Mirim,2022,899.1,902.5,1079.5,1457.5,1038.5409232876552
ORLANDIA,Orlândia,2022,1910.0,2568.7,2565.0,2380.96,2395.5652603528165
OURINHOS,Ourinhos,2022,1452.0,1457.7,1487.6,11850.0,1488.641333267482
RIBEIRAO PRETO,Ribeirão Preto,2022,1252.9,1326.3,1716.2,5148.55,1623.8951270116438
SAO JOAO DA BOA VISTA,São João da Boa Vista,2022,1553.1,1151.8,1722.9,47911.0,1551.157395964138
TUPA,Tupã,2022,374.5,611.6,939.9,2420.0,827.3731588644221
ARARAQUARA,Araraquara,2023,1145.8,904.5,1211.7,2201.0,1230.3456981564007
AVARE,Avaré,2023,1498.8,1576.5,1230.0,5139.3,1450.8997431436223
BAURU,Bauru,2023,1745.2,1296.1,1090.7,1030.0,1053.1755161347587
BOTUCATU,Botucatu,2023,1376.3,1194.3,1303.2,2268.2,1210.362430780213
BRAGANCA PAULISTA,Bragança Paulista,2023,1598.6,1490.4,1585.2,6768.0,1564.7505598365776
DRACENA,Dracena,2023,1421.0,801.3,1325.9,486.0,1204.1095161923251
FRANCA,Franca,2023,1938.4,1391.8,1147.7,69183.0,1360.0660582666296
JAU,Jaú,2023,1524.6,1735.9,1684.5,6985.0,1719.7240416305403
LINS,Lins,2023,1495.6,1071.4,1245.2,806.55,1230.80173100203
MARILIA,Marília,2023,1455.0,1072.2,1223.1,18305.0,1342.8256235925362
MOGI MIRIM,Mogi Mirim,2023,1002.4,899.1,902.5,1207.5,1042.8321571003294
ORLANDIA,Orlândia,2023,2642.7,1910.0,2568.7,2177.96,2316.9991231816766
OURINHOS,Ourinhos,2023,1602.9,1452.0,1457.7,11948.0,1525.645250212301
RIBEIRAO PRETO,Ribeirão Preto,2023,1699.0,1252.9,1326.3,5410.0,1464.2249492428052
SAO JOAO DA BOA VISTA,São João da Boa Vista,2023,1675.6,1553.1,1151.8,46889.0,1378.6921008900438
TUPA,Tupã,2023,843.1,374.5,611.6,2022.0,767.3280403840594
ARARAQUARA,Araraquara,2024,1201.7,1145.8,904.5,2330.4,1142.8261370030982
AVARE,Avaré,2024,1501.3,1498.8,1576.5,4608.0,1352.1447428212093
BAURU,Bauru,2024,1226.8,1745.2,1296.1,141.0,1274.921580947253
BOTUCATU,Botucatu,2024,1369.5,1376.3,1194.3,2168.2,1295.15095765218
BRAGANCA PAULISTA,Bragança Paulista,2024,1623.1,1598.6,1490.4,6929.0,1610.0589587545037
DRACENA,Dracena,2024,1116.9,1421.0,801.3,502.0,1010.9613554536185
FRANCA,Franca,2024,1683.8,1938.4,1391.8,68493.0,1929.2877437980387
JAU,Jaú,2024,1473.4,1524.6,1735.9,6850.0,2292.9643145561117
LINS,Lins,2024,1196.6,1495.6,1071.4,673.45,1276.2549330910003
MARILIA,Marília,2024,1184.3,1455.0,1072.2,12957.0,1261.1605507133545
MOGI MIRIM,Mogi Mirim,2024,1071.9,1002.4,899.1,1406.5,943.9077249667413
ORLANDIA,Orlândia,2024,2020.0,2642.7,1910.0,2030.96,2401.8813311711747
OURINHOS,Ourinhos,2024,1809.3,1602.9,1452.0,11590.0,1571.4397081848488
RIBEIRAO PRETO,Ribeirão Preto,2024,1534.1,1699.0,1252.9,5190.0,1527.6103370660908
SAO JOAO DA BOA VISTA,São João da Boa Vista,2024,1558.4,1675.6,1553.1,46404.0,1506.1772694291938
TUPA,Tupã,2024,508.6,843.1,374.5,1837.0,824.4363820189548
ARARAQUARA,Araraquara,2025,1148.8,1201.7,1145.8,2349.0,1112.9204827825654
AVARE,Avaré,2025,1532.2,1501.3,1498.8,4907.0,1388.4043963654185
BAURU,Bauru,2025,2300.3,1226.8,1745.2,1239.0,1516.121600407319
BOTUCATU,Botucatu,2025,1370.7,1369.5,1376.3,2174.2,1217.3044570121813
BRAGANCA PAULISTA,Bragança Paulista,2025,1733.8,1623.1,1598.6,7294.5,1618.7128764002916
DRACENA,Dracena,2025,1241.1,1116.9,1421.0,620.0,1281.3074879717356
FRANCA,Franca,2025,1602.2,1683.8,1938.4,68862.0,1694.307378801483
JAU,Jaú,2025,1280.0,1473.4,1524.6,6794.8,1385.9891784928893
LINS,Lins,2025,901.5,1196.6,1495.6,648.45,1322.7583618299673
MARILIA,Marília,2025,1258.4,1184.3,1455.0,13033.58,1385.7164512890276
MOGI MIRIM,Mogi Mirim,2025,903.6,1071.9,1002.4,1457.4,1049.9455726174258
ORLANDIA,Orlândia,2025,1914.3,2020.0,2642.7,2109.0,1985.0095910863906
OURINHOS,Ourinhos,2025,1859.6,1809.3,1602.9,11253.0,1529.3459000739258
RIBEIRAO PRETO,Ribeirão Preto,2025,1736.6,1534.1,1699.0,5493.0,1596.2411303013557
SAO JOAO DA BOA VISTA,São João da Boa Vista,2025,1436.1,1558.4,1675.6,41696.0,1449.0328767136114
TUPA,Tupã,2025,841.3,508.6,843.1,1595.4,729.8351385578753
