mae_modelo,mae_persistencia,mae_bienal,rmse_modelo,vies_modelo,n_observacoes,anos,mae_modelo_pond,mae_lag2_pond,cultura,unidade_alvo,unidade_producao
0.20486498490711819,0.1930619918699187,0.2244541666666667,0.28477161221633324,0.008856260807928888,984,1985–2025,0.16160139783916136,0.17251652132130918,laranja,cx/pé,"cx 40,8 kg"
