edr_chave,edr,ano,alvo,rendimento_a1,rendimento_a2,capacidade,previsto
GENERAL SALGADO,General Salgado,2001,2346.5,1883.7,1872.6,243.0,2262.0864051237204
JABOTICABAL,Jaboticabal,2001,2766.4,2641.6,2460.2,10090.0,3024.634214638772
LINS,Lins,2001,1848.5,1489.7,1423.2,2614.0,2043.4420319924575
MARILIA,Marília,2001,1349.6,1497.5,1574.9,5055.0,2122.818228255385
ORLANDIA,Orlândia,2001,3778.0,2688.8,2465.1,3511.0,2889.895670329003
PRESIDENTE PRUDENTE,Presidente Prudente,2001,1977.4,1851.1,2015.6,4305.0,2177.378231452236
PRESIDENTE VENCESLAU,Presidente Venceslau,2001,2501.9,2048.2,1839.3,2489.0,2170.5408233371077
RIBEIRAO PRETO,Ribeirão Preto,2001,2549.0,2712.2,2559.6,20235.0,3328.858432741708
SAO JOSE DO RIO PRETO,São José do Rio Preto,2001,1682.1,1815.5,1890.2,865.0,2055.623596340824
TUPA,Tupã,2001,1466.4,1384.5,1553.5,14850.0,1812.4507315535066
ANDRADINA,Andradina,2002,2372.0,2964.4,2679.1,625.0,3103.131374478291
ARARAQUARA,Araraquara,2002,1942.7,2067.9,2009.6,2530.0,2227.9716946328176
ARACATUBA,Araçatuba,2002,2179.2,2290.0,1892.8,1035.0,2348.8023885912844
ASSIS,Assis,2002,2114.6,1983.5,1762.7,4522.0,2084.559126955147
BARRETOS,Barretos,2002,2575.4,2890.1,2706.1,342.0,3363.2835734477567
BAURU,Bauru,2002,3000.0,2250.0,2585.7,2.0,2514.948571450797
CATANDUVA,Catanduva,2002,1847.7,1281.3,1337.4,1743.0,1791.7827870401222
DRACENA,Dracena,2002,1911.8,2065.7,1594.7,3205.0,2283.496331144064
GENERAL SALGADO,General Salgado,2002,1934.8,2346.5,1883.7,115.0,2600.1284557014937
JABOTICABAL,Jaboticabal,2002,2704.5,2766.4,2641.6,9560.0,3234.2811333095487
LINS,Lins,2002,1033.3,1848.5,1489.7,1541.0,2017.044497050075
MARILIA,Marília,2002,1791.9,1349.6,1497.5,3584.0,1822.1735270052661
ORLANDIA,Orlândia,2002,2817.6,3778.0,2688.8,2036.0,3979.134592072875
PRESIDENTE PRUDENTE,Presidente Prudente,2002,2006.9,1977.4,1851.1,4894.0,2072.8420492896953
PRESIDENTE VENCESLAU,Presidente Venceslau,2002,2255.6,2501.9,2048.2,1397.0,2356.4600688698574
RIBEIRAO PRETO,Ribeirão Preto,2002,2592.2,2549.0,2712.2,16615.0,2926.0016805725754
SAO JOSE DO RIO PRETO,São José do Rio Preto,2002,2128.2,1682.1,1815.5,1041.0,2199.0355264902296
TUPA,Tupã,2002,1825.4,1466.4,1384.5,16515.0,1391.8742094617653
ANDRADINA,Andradina,2003,2090.9,2372.0,2964.4,330.0,2659.7802684479234
ARARAQUARA,Araraquara,2003,2162.2,1942.7,2067.9,2220.0,2024.0503825600226
ARACATUBA,Araçatuba,2003,2360.2,2179.2,2290.0,279.0,2288.287435989552
ASSIS,Assis,2003,2009.4,2114.6,1983.5,6036.0,2061.578865306559
BARRETOS,Barretos,2003,2704.9,2575.4,2890.1,492.0,2587.6444886818635
CATANDUVA,Catanduva,2003,1401.5,1847.7,1281.3,1559.0,1549.0881541476892
DRACENA,Dracena,2003,1697.8,1911.8,2065.7,2312.0,1834.0116665830426
GENERAL SALGADO,General Salgado,2003,2414.3,1934.8,2346.5,350.0,2403.9707205000122
JABOTICABAL,Jaboticabal,2003,3206.7,2704.5,2766.4,9520.0,2769.741126177595
LINS,Lins,2003,1452.1,1033.3,1848.5,1920.0,1370.6434200073036
MARILIA,Marília,2003,1760.0,1791.9,1349.6,3625.0,1539.7933149932076
ORLANDIA,Orlândia,2003,3056.2,2817.6,3778.0,645.0,3246.6347791147427
PRESIDENTE PRUDENTE,Presidente Prudente,2003,2679.5,2006.9,1977.4,3860.0,1806.2156087379817
PRESIDENTE VENCESLAU,Presidente Venceslau,2003,2528.5,2255.6,2501.9,2644.0,2449.521772870303
RIBEIRAO PRETO,Ribeirão Preto,2003,2536.2,2592.2,2549.0,14500.0,2768.1785873598624
SAO JOSE DO RIO PRETO,São José do Rio Preto,2003,1742.8,2128.2,1682.1,928.0,2063.592502846941
TUPA,Tupã,2003,1594.4,1825.4,1466.4,15574.0,1679.0290340535155
ANDRADINA,Andradina,2004,1596.7,2090.9,2372.0,292.0,2573.4536816842256
ARARAQUARA,Araraquara,2004,2337.1,2162.2,1942.7,3890.0,2264.169119948414
ARACATUBA,Araçatuba,2004,3026.5,2360.2,2179.2,572.7,2551.7096767974435
ASSIS,Assis,2004,2165.9,2009.4,2114.6,6594.0,2177.39939895815
BARRETOS,Barretos,2004,3172.4,2704.9,2575.4,1378.0,2563.475221948244
BAURU,Bauru,2004,2460.0,,3000.0,125.0,2716.6867275029817
CATANDUVA,Catanduva,2004,1648.9,1401.5,1847.7,3343.0,1602.2593924167618
DRACENA,Dracena,2004,1908.9,1697.8,1911.8,3546.0,2255.645520720609
GENERAL SALGADO,General Salgado,2004,2742.8,2414.3,1934.8,486.0,2621.953357174524
JABOTICABAL,Jaboticabal,2004,3218.6,3206.7,2704.5,10350.0,3245.0692726349607
LINS,Lins,2004,1529.6,1452.1,1033.3,2058.0,1874.9996028549658
MARILIA,Marília,2004,1864.8,1760.0,1791.9,4577.0,1607.6247989306053
ORLANDIA,Orlândia,2004,3053.3,3056.2,2817.6,1551.0,3113.4471861156003
PRESIDENTE PRUDENTE,Presidente Prudente,2004,2739.8,2679.5,2006.9,5137.0,2592.9777052529985
PRESIDENTE VENCESLAU,Presidente Venceslau,2004,1922.4,2528.5,2255.6,1916.0,2391.39295193402
RIBEIRAO PRETO,Ribeirão Preto,2004,2951.6,2536.2,2592.2,13700.0,2581.572023493859
SAO JOSE DO RIO PRETO,São José do Rio Preto,2004,1639.3,1742.8,2128.2,1790.0,2134.5800865088895
TUPA,Tupã,2004,1993.0,1594.4,1825.4,13849.0,1744.6862173979773
ANDRADINA,Andradina,2005,2754.8,1596.7,2090.9,2090.0,1882.0309319038054
ARARAQUARA,Araraquara,2005,2337.0,2337.1,2162.2,2025.0,2334.2229009671073
ARACATUBA,Araçatuba,2005,2182.3,3026.5,2360.2,1423.0,2458.3580525382836
ASSIS,Assis,2005,1803.9,2165.9,2009.4,6173.0,2434.410282001704
BARRETOS,Barretos,2005,2910.7,3172.4,2704.9,2982.0,2698.5471778887772
BAURU,Bauru,2005,2211.4,2460.0,,778.0,2064.879180039031
CATANDUVA,Catanduva,2005,1703.7,1648.9,1401.5,6584.6,1812.6816990564998
DRACENA,Dracena,2005,2361.9,1908.9,1697.8,6036.0,1844.2329253818664
GENERAL SALGADO,General Salgado,2005,3080.4,2742.8,2414.3,724.24,2720.452342114257
JABOTICABAL,Jaboticabal,2005,3048.5,3218.6,3206.7,12550.0,3122.393472903549
LINS,Lins,2005,2956.9,1529.6,1452.1,2884.0,1561.772444973281
MARILIA,Marília,2005,2107.3,1864.8,1760.0,4897.0,1831.6014090809142
ORLANDIA,Orlândia,2005,3225.8,3053.3,3056.2,868.0,2943.575963107156
PRESIDENTE PRUDENTE,Presidente Prudente,2005,3041.5,2739.8,2679.5,4892.0,2597.9248030957065
PRESIDENTE VENCESLAU,Presidente Venceslau,2005,1673.0,1922.4,2528.5,1850.0,2225.9124207676246
RIBEIRAO PRETO,Ribeirão Preto,2005,2923.6,2951.6,2536.2,10800.0,2965.047453116457
SAO JOSE DO RIO PRETO,São José do Rio Preto,2005,2220.0,1639.3,1742.8,2331.3,1872.9460251666508
TUPA,Tupã,2005,2584.4,1993.0,1594.4,11434.2,1718.5276381574565
ANDRADINA,Andradina,2006,2612.9,2754.8,1596.7,1960.0,2984.079240491291
ARARAQUARA,Araraquara,2006,1888.1,2337.0,2337.1,2100.0,2613.762387516483
ARACATUBA,Araçatuba,2006,2304.8,2182.3,3026.5,986.8,3014.962276003813
ASSIS,Assis,2006,1922.6,1803.9,2165.9,6437.0,2137.4595477950365
BARRETOS,Barretos,2006,3234.8,2910.7,3172.4,2448.0,3140.46357532017
BAURU,Bauru,2006,2572.6,2211.4,2460.0,458.0,2728.9834548096696
CATANDUVA,Catanduva,2006,1560.5,1703.7,1648.9,5065.0,1647.3054177388792
DRACENA,Dracena,2006,2278.2,2361.9,1908.9,5445.0,2166.7617781101544
GENERAL SALGADO,General Salgado,2006,3241.4,3080.4,2742.8,506.8,2832.2024503032394
JABOTICABAL,Jaboticabal,2006,3660.2,3048.5,3218.6,12570.0,2999.9295439891876
LINS,Lins,2006,3146.2,2956.9,1529.6,2355.7000000000003,2650.679263310216
MARILIA,Marília,2006,2072.9,2107.3,1864.8,4556.5,1932.2173840345072
ORLANDIA,Orlândia,2006,3050.0,3225.8,3053.3,500.0,2777.338997229062
PRESIDENTE PRUDENTE,Presidente Prudente,2006,2945.6,3041.5,2739.8,11384.0,2903.062180222654
PRESIDENTE VENCESLAU,Presidente Venceslau,2006,2147.8,1673.0,1922.4,465.0,2340.8565423742743
RIBEIRAO PRETO,Ribeirão Preto,2006,2739.3,2923.6,2951.6,8816.0,3081.4179354045664
SAO JOSE DO RIO PRETO,São José do Rio Preto,2006,2374.0,2220.0,1639.3,1786.3,2034.4792523830538
TUPA,Tupã,2006,2135.6,2584.4,1993.0,10645.02,2203.269643577716
ANDRADINA,Andradina,2007,2424.9,2612.9,2754.8,1252.0,2548.553552954579
ARARAQUARA,Araraquara,2007,1911.8,1888.1,2337.0,2210.0,2325.8922731412868
ARACATUBA,Araçatuba,2007,3067.0,2304.8,2182.3,1339.5,2526.0414189067733
ASSIS,Assis,2007,1852.4,1922.6,1803.9,5081.0,2117.552662042132
BARRETOS,Barretos,2007,2122.2,3234.8,2910.7,4097.8,3159.38209475997
BAURU,Bauru,2007,1500.0,2572.6,2211.4,6.0,3002.3401919851717
CATANDUVA,Catanduva,2007,1699.0,1560.5,1703.7,4975.0,2047.3084839128364
DRACENA,Dracena,2007,1988.7,2278.2,2361.9,2656.0,2829.8958450645346
GENERAL SALGADO,General Salgado,2007,3018.8,3241.4,3080.4,479.0,2748.9964798761957
JABOTICABAL,Jaboticabal,2007,3010.0,3660.2,3048.5,12173.0,3656.999518366959
LINS,Lins,2007,2020.1,3146.2,2956.9,463.0,2788.74993868618
MARILIA,Marília,2007,1736.2,2072.9,2107.3,4467.0,2295.412244110829
ORLANDIA,Orlândia,2007,3265.1,3050.0,3225.8,1716.0,2930.6010913309747
PRESIDENTE PRUDENTE,Presidente Prudente,2007,2994.1,2945.6,3041.5,6364.0,3370.2094815023893
PRESIDENTE VENCESLAU,Presidente Venceslau,2007,1760.4,2147.8,1673.0,780.0,2409.569943790954
RIBEIRAO PRETO,Ribeirão Preto,2007,2681.2,2739.3,2923.6,8000.0,3103.0489720108703
SAO JOSE DO RIO PRETO,São José do Rio Preto,2007,2093.5,2374.0,2220.0,2305.0,2338.765361662436
TUPA,Tupã,2007,2005.0,2135.6,2584.4,11364.34,2742.49370460343
ANDRADINA,Andradina,2008,2342.9,2424.9,2612.9,122.5,2324.40670528395
ARARAQUARA,Araraquara,2008,2141.5,1911.8,1888.1,2650.0,2375.6355238273322
ARACATUBA,Araçatuba,2008,2229.2,3067.0,2304.8,2733.1,3032.940108493745
ASSIS,Assis,2008,2269.9,1852.4,1922.6,4910.0,1986.4586635896592
BARRETOS,Barretos,2008,3198.4,2122.2,3234.8,3562.0,2865.741123592381
BAURU,Bauru,2008,2468.4,1500.0,2572.6,1297.0,2837.262205283634
CATANDUVA,Catanduva,2008,1890.0,1699.0,1560.5,5691.0,1692.1888644050955
DRACENA,Dracena,2008,2345.6,1988.7,2278.2,3660.0,2266.606706679954
GENERAL SALGADO,General Salgado,2008,2136.6,3018.8,3241.4,857.9,3301.604940691227
JABOTICABAL,Jaboticabal,2008,3796.4,3010.0,3660.2,11695.0,3959.8232956778043
LINS,Lins,2008,2740.9,2020.1,3146.2,3101.06,2842.936556176365
MARILIA,Marília,2008,2404.5,1736.2,2072.9,7689.0,2182.65322357552
ORLANDIA,Orlândia,2008,4254.6,3265.1,3050.0,2170.4,3338.6913805228596
PRESIDENTE PRUDENTE,Presidente Prudente,2008,2975.6,2994.1,2945.6,5020.0,3504.317001772198
PRESIDENTE VENCESLAU,Presidente Venceslau,2008,2338.0,1760.4,2147.8,556.0,1980.6620602998673
RIBEIRAO PRETO,Ribeirão Preto,2008,2800.4,2681.2,2739.3,9203.4,3163.9108566307777
SAO JOSE DO RIO PRETO,São José do Rio Preto,2008,2641.7,2093.5,2374.0,1326.0,2066.9727242973822
TUPA,Tupã,2008,2598.7,2005.0,2135.6,10607.0,2619.011431331438
ANDRADINA,Andradina,2009,1809.8,2342.9,2424.9,627.5,2407.244833844093
ARARAQUARA,Araraquara,2009,2090.0,2141.5,1911.8,1500.0,2127.042552896716
ARACATUBA,Araçatuba,2009,3204.5,2229.2,3067.0,2325.0,2695.2844173756607
ASSIS,Assis,2009,2578.3,2269.9,1852.4,5374.0,2257.930931761809
BARRETOS,Barretos,2009,3390.6,3198.4,2122.2,4615.0,3568.438289548843
BAURU,Bauru,2009,2899.3,2468.4,1500.0,586.0,2462.738513823107
CATANDUVA,Catanduva,2009,1766.6,1890.0,1699.0,4455.2,2130.8087795128345
DRACENA,Dracena,2009,2339.1,2345.6,1988.7,4403.7,2595.970762961878
GENERAL SALGADO,General Salgado,2009,3054.1,2136.6,3018.8,370.0,2696.783747594053
JABOTICABAL,Jaboticabal,2009,3694.8,3796.4,3010.0,13620.0,3882.744690093145
LINS,Lins,2009,2769.7,2740.9,2020.1,6910.0,2862.016860091741
MARILIA,Marília,2009,2314.9,2404.5,1736.2,5335.0,2147.8750803595694
ORLANDIA,Orlândia,2009,3167.8,4254.6,3265.1,2752.8,4170.225276998172
PRESIDENTE PRUDENTE,Presidente Prudente,2009,3237.6,2975.6,2994.1,5628.0,3173.181051005306
PRESIDENTE VENCESLAU,Presidente Venceslau,2009,2191.8,2338.0,1760.4,1312.2,2289.64420318626
RIBEIRAO PRETO,Ribeirão Preto,2009,2934.4,2800.4,2681.2,5294.5,3117.0439509424186
SAO JOSE DO RIO PRETO,São José do Rio Preto,2009,2260.5,2641.7,2093.5,2104.0,2820.452481953493
TUPA,Tupã,2009,2712.2,2598.7,2005.0,9117.0,2362.768569094164
ANDRADINA,Andradina,2010,2500.0,1809.8,2342.9,420.0,2115.8729517828974
ARARAQUARA,Araraquara,2010,2197.3,2090.0,2141.5,892.0,2218.983294399659
ARACATUBA,Araçatuba,2010,2814.2,3204.5,2229.2,2688.0,3352.4128636969604
ASSIS,Assis,2010,2290.8,2578.3,2269.9,6956.0,2658.6624295356723
BARRETOS,Barretos,2010,3494.8,3390.6,3198.4,4205.0,2859.0959443949814
BAURU,Bauru,2010,2500.0,2899.3,2468.4,650.0,2388.703899770456
CATANDUVA,Catanduva,2010,1740.4,1766.6,1890.0,4180.0,1941.7450846302618
DRACENA,Dracena,2010,2375.5,2339.1,2345.6,3069.0,2148.2362330099177
GENERAL SALGADO,General Salgado,2010,3087.5,3054.1,2136.6,400.0,2895.1096898426626
JABOTICABAL,Jaboticabal,2010,3841.9,3694.8,3796.4,8460.0,3285.299606443624
LINS,Lins,2010,3069.3,2769.7,2740.9,3660.0,2573.48336364504
MARILIA,Marília,2010,3304.6,2314.9,2404.5,4583.0,2417.85583888682
ORLANDIA,Orlândia,2010,3771.1,3167.8,4254.6,2602.8,3279.4941208845103
PRESIDENTE PRUDENTE,Presidente Prudente,2010,4237.3,3237.6,2975.6,4345.4,2568.8364517629784
PRESIDENTE VENCESLAU,Presidente Venceslau,2010,2439.8,2191.8,2338.0,540.0,2273.351233556367
RIBEIRAO PRETO,Ribeirão Preto,2010,3227.6,2934.4,2800.4,5463.0,2984.705673504366
SAO JOSE DO RIO PRETO,São José do Rio Preto,2010,2489.2,2260.5,2641.7,930.9,2268.56397723954
TUPA,Tupã,2010,3336.9,2712.2,2598.7,5179.6,2864.6334642552124
ANDRADINA,Andradina,2011,2617.6,2500.0,1809.8,850.0,2280.446373300988
ARARAQUARA,Araraquara,2011,2697.7,2197.3,2090.0,2750.0,2370.499430058964
ARACATUBA,Araçatuba,2011,2463.9,2814.2,3204.5,3710.0,2915.906437952052
ASSIS,Assis,2011,2880.6,2290.8,2578.3,7365.0,2645.3206237343416
BARRETOS,Barretos,2011,2767.7,3494.8,3390.6,5286.8,3510.439620304337
CATANDUVA,Catanduva,2011,1627.5,1740.4,1766.6,4000.0,1972.3252037362936
DRACENA,Dracena,2011,2242.9,2375.5,2339.1,2246.0,2535.8793360723957
GENERAL SALGADO,General Salgado,2011,2638.8,3087.5,3054.1,658.4,2686.5754132074403
JABOTICABAL,Jaboticabal,2011,3375.5,3841.9,3694.8,9775.0,3900.5362052674136
LINS,Lins,2011,2436.6,3069.3,2769.7,2569.5,2927.3546426308767
MARILIA,Marília,2011,3986.2,3304.6,2314.9,5420.2,2594.7255780044215
ORLANDIA,Orlândia,2011,4490.5,3771.1,3167.8,1078.8,3374.2886936239315
PRESIDENTE PRUDENTE,Presidente Prudente,2011,4418.4,4237.3,3237.6,6405.799999999999,3593.897197230379
PRESIDENTE VENCESLAU,Presidente Venceslau,2011,2486.3,2439.8,2191.8,730.0,2604.4825922341574
RIBEIRAO PRETO,Ribeirão Preto,2011,3246.2,3227.6,2934.4,5196.0,3126.3756283578796
SAO JOSE DO RIO PRETO,São José do Rio Preto,2011,2534.1,2489.2,2260.5,2360.4,2351.808484007914
TUPA,Tupã,2011,3399.3,3336.9,2712.2,6017.0,3181.139237678761
ANDRADINA,Andradina,2012,2057.5,2617.6,2500.0,565.0,2867.7468195972874
ARARAQUARA,Araraquara,2012,2274.4,2697.7,2197.3,2050.0,2841.57867800009
ARACATUBA,Araçatuba,2012,2768.5,2463.9,2814.2,3395.2,2544.047793711163
ASSIS,Assis,2012,3583.2,2880.6,2290.8,9525.0,2585.866606325586
BARRETOS,Barretos,2012,4030.0,2767.7,3494.8,5646.5,3673.5259020098315
BAURU,Bauru,2012,3250.0,,2500.0,550.0,2339.7097361725864
CATANDUVA,Catanduva,2012,1762.7,1627.5,1740.4,5154.0,2205.2273009355854
DRACENA,Dracena,2012,2776.7,2242.9,2375.5,3899.0,2306.173438904092
GENERAL SALGADO,General Salgado,2012,2807.2,2638.8,3087.5,1270.0,2883.789723212247
JABOTICABAL,Jaboticabal,2012,3950.6,3375.5,3841.9,12200.0,3331.8545520297553
LINS,Lins,2012,3291.5,2436.6,3069.3,4913.0,2740.7453385815015
MARILIA,Marília,2012,3737.2,3986.2,3304.6,7022.1,3171.096466902494
ORLANDIA,Orlândia,2012,3008.8,4490.5,3771.1,1142.8,4138.700796988438
PRESIDENTE PRUDENTE,Presidente Prudente,2012,4563.8,4418.4,4237.3,9676.0,3745.811806020713
PRESIDENTE VENCESLAU,Presidente Venceslau,2012,2524.6,2486.3,2439.8,1710.0,2366.8688348090427
RIBEIRAO PRETO,Ribeirão Preto,2012,2834.0,3246.2,3227.6,5096.0,3053.885030503866
SAO JOSE DO RIO PRETO,São José do Rio Preto,2012,2486.5,2534.1,2489.2,1607.4,2609.5344549405418
TUPA,Tupã,2012,3597.7,3399.3,3336.9,6696.8,2894.838355410891
ANDRADINA,Andradina,2013,2614.7,2057.5,2617.6,1201.0,2414.2738518578094
ARARAQUARA,Araraquara,2013,2510.0,2274.4,2697.7,2130.0,2651.1747487897396
ARACATUBA,Araçatuba,2013,3057.1,2768.5,2463.9,3327.1,3346.101501116233
ASSIS,Assis,2013,3773.0,3583.2,2880.6,8651.0,3222.9674513296027
BARRETOS,Barretos,2013,4053.0,4030.0,2767.7,5645.0,3541.2464712972665
BAURU,Bauru,2013,2401.3,3250.0,,760.0,3150.680753335673
CATANDUVA,Catanduva,2013,2576.7,1762.7,1627.5,5397.0,1925.7285473776637
DRACENA,Dracena,2013,3061.0,2776.7,2242.9,5557.0,3215.3016512844692
GENERAL SALGADO,General Salgado,2013,3917.2,2807.2,2638.8,909.15,3184.8317880494947
JABOTICABAL,Jaboticabal,2013,3850.6,3950.6,3375.5,15086.0,4125.873309526008
LINS,Lins,2013,3582.3,3291.5,2436.6,6354.58,3591.2436428449696
MARILIA,Marília,2013,4077.2,3737.2,3986.2,7931.18,3874.409209816495
ORLANDIA,Orlândia,2013,4046.6,3008.8,4490.5,1180.0,3873.1184855915653
PRESIDENTE PRUDENTE,Presidente Prudente,2013,4711.0,4563.8,4418.4,10249.2,4139.792701496501
PRESIDENTE VENCESLAU,Presidente Venceslau,2013,2806.2,2524.6,2486.3,1134.0,2451.324296145734
RIBEIRAO PRETO,Ribeirão Preto,2013,2817.9,2834.0,3246.2,4096.0,3351.74396807907
SAO JOSE DO RIO PRETO,São José do Rio Preto,2013,3133.5,2486.5,2534.1,2708.0,2845.5266468082305
TUPA,Tupã,2013,3587.9,3597.7,3399.3,5759.0,3762.3799599123
ANDRADINA,Andradina,2014,1725.3,2614.7,2057.5,1034.0,2544.3276336963295
ARARAQUARA,Araraquara,2014,2254.1,2510.0,2274.4,1830.0,2638.850403274545
ARACATUBA,Araçatuba,2014,2193.6,3057.1,2768.5,2899.0,3242.508602751402
ASSIS,Assis,2014,2370.6,3773.0,3583.2,9740.0,3753.803975751721
BARRETOS,Barretos,2014,3468.0,4053.0,4030.0,7136.2,3861.804265055134
BAURU,Bauru,2014,2104.0,2401.3,3250.0,1010.0,2841.0206611892586
CATANDUVA,Catanduva,2014,1979.6,2576.7,1762.7,6076.0,2561.979429370435
DRACENA,Dracena,2014,2157.4,3061.0,2776.7,4300.0,3382.8991297570888
GENERAL SALGADO,General Salgado,2014,2587.4,3917.2,2807.2,1763.4,3291.033987942891
JABOTICABAL,Jaboticabal,2014,2595.7,3850.6,3950.6,16106.0,3481.3170020425805
LINS,Lins,2014,2360.7,3582.3,3291.5,5840.0,3489.2294053192268
MARILIA,Marília,2014,3739.7,4077.2,3737.2,8005.0,3809.237574108049
ORLANDIA,Orlândia,2014,3000.0,4046.6,3008.8,800.0,4006.5265953644493
PRESIDENTE PRUDENTE,Presidente Prudente,2014,3312.5,4711.0,4563.8,10938.5,4793.818106267782
PRESIDENTE VENCESLAU,Presidente Venceslau,2014,2765.7,2806.2,2524.6,950.0,3357.565518619572
RIBEIRAO PRETO,Ribeirão Preto,2014,2878.1,2817.9,2834.0,5271.0,2898.4187429064173
SAO JOSE DO RIO PRETO,São José do Rio Preto,2014,2352.1,3133.5,2486.5,5898.0,3026.758378818018
TUPA,Tupã,2014,2877.6,3587.9,3597.7,6966.0,3681.765129067676
ANDRADINA,Andradina,2015,3012.5,1725.3,2614.7,863.0,2850.021318598347
ARARAQUARA,Araraquara,2015,2665.8,2254.1,2510.0,3285.0,2700.2057690940983
ARACATUBA,Araçatuba,2015,2449.4,2193.6,3057.1,3850.4,2808.67882014742
ASSIS,Assis,2015,4025.6,2370.6,3773.0,9750.0,3627.4250028970278
BARRETOS,Barretos,2015,3935.0,3468.0,4053.0,6643.0,3517.4229001078897
BAURU,Bauru,2015,1818.8,2104.0,2401.3,800.0,2668.7899654485886
CATANDUVA,Catanduva,2015,2232.5,1979.6,2576.7,9631.0,2354.0173574480923
DRACENA,Dracena,2015,2712.3,2157.4,3061.0,4080.0,3258.6319916005546
GENERAL SALGADO,General Salgado,2015,3791.9,2587.4,3917.2,2108.5,3185.6674991035347
JABOTICABAL,Jaboticabal,2015,3122.6,2595.7,3850.6,16070.0,3301.5609654413624
LINS,Lins,2015,2908.7,2360.7,3582.3,5661.0,3046.5856475474893
MARILIA,Marília,2015,4221.0,3739.7,4077.2,9147.0,3834.907856226848
ORLANDIA,Orlândia,2015,3250.0,3000.0,4046.6,800.0,3403.1266859548664
PRESIDENTE PRUDENTE,Presidente Prudente,2015,4725.2,3312.5,4711.0,11040.0,3821.735593285017
PRESIDENTE VENCESLAU,Presidente Venceslau,2015,2650.3,2765.7,2806.2,785.0,3037.328363610488
RIBEIRAO PRETO,Ribeirão Preto,2015,2488.4,2878.1,2817.9,4941.0,3088.426569328775
SAO JOSE DO RIO PRETO,São José do Rio Preto,2015,2872.3,2352.1,3133.5,8411.95,2878.821673037883
TUPA,Tupã,2015,3651.0,2877.6,3587.9,8040.0,3860.9703726032963
ANDRADINA,Andradina,2016,3337.8,3012.5,1725.3,763.0,2918.31442349916
ARARAQUARA,Araraquara,2016,3024.2,2665.8,2254.1,1550.0,2700.51935362003
ARACATUBA,Araçatuba,2016,2389.2,2449.4,2193.6,2433.42,2846.747113935616
ASSIS,Assis,2016,3664.1,4025.6,2370.6,10345.0,3807.092900663348
BARRETOS,Barretos,2016,4175.9,3935.0,3468.0,7985.0,3938.021292335899
BAURU,Bauru,2016,2000.0,1818.8,2104.0,704.0,2220.4502713376864
CATANDUVA,Catanduva,2016,3130.1,2232.5,1979.6,9286.0,2315.8369011234295
DRACENA,Dracena,2016,3270.9,2712.3,2157.4,2983.0,3255.034269176088
GENERAL SALGADO,General Salgado,2016,3892.1,3791.9,2587.4,2823.0,3397.635133500132
JABOTICABAL,Jaboticabal,2016,3280.4,3122.6,2595.7,16400.0,3003.368924564624
LINS,Lins,2016,3907.3,2908.7,2360.7,5883.4,2962.5882491971633
MARILIA,Marília,2016,4434.8,4221.0,3739.7,8221.0,4182.9138167109795
ORLANDIA,Orlândia,2016,2250.0,3250.0,3000.0,120.0,2944.6368236983217
PRESIDENTE PRUDENTE,Presidente Prudente,2016,5063.5,4725.2,3312.5,11789.0,4219.66827451556
PRESIDENTE VENCESLAU,Presidente Venceslau,2016,2671.2,2650.3,2765.7,1041.4,3081.7981785781126
RIBEIRAO PRETO,Ribeirão Preto,2016,2619.6,2488.4,2878.1,5491.0,3005.4372119969344
SAO JOSE DO RIO PRETO,São José do Rio Preto,2016,3157.5,2872.3,2352.1,9200.0,3078.558680583931
TUPA,Tupã,2016,3077.9,3651.0,2877.6,11607.1,3129.9608378760995
ANDRADINA,Andradina,2017,2736.2,3337.8,3012.5,1971.0,2662.023700208387
ARARAQUARA,Araraquara,2017,2078.6,3024.2,2665.8,3500.0,2601.3254851569727
ARACATUBA,Araçatuba,2017,2283.8,2389.2,2449.4,1017.7,2698.9783881200706
ASSIS,Assis,2017,3922.0,3664.1,4025.6,10245.0,3218.3783929401284
BARRETOS,Barretos,2017,3988.2,4175.9,3935.0,10528.0,3993.942929908998
BAURU,Bauru,2017,2420.3,2000.0,1818.8,1035.0,2155.2951034263515
CATANDUVA,Catanduva,2017,3049.5,3130.1,2232.5,5183.6,2988.5944472768865
DRACENA,Dracena,2017,2651.6,3270.9,2712.3,3068.0,2881.7768027574393
GENERAL SALGADO,General Salgado,2017,3806.3,3892.1,3791.9,2606.2,3540.800769857455
JABOTICABAL,Jaboticabal,2017,3444.0,3280.4,3122.6,16470.0,3047.6016456381813
LINS,Lins,2017,3585.1,3907.3,2908.7,6207.28,3431.1901028458233
MARILIA,Marília,2017,4179.0,4434.8,4221.0,9491.0,4001.675142069443
ORLANDIA,Orlândia,2017,1500.0,2250.0,3250.0,700.0,2875.425019718086
PRESIDENTE PRUDENTE,Presidente Prudente,2017,5020.6,5063.5,4725.2,13845.0,4768.398847782156
PRESIDENTE VENCESLAU,Presidente Venceslau,2017,3014.3,2671.2,2650.3,1220.0,2411.1527764452135
RIBEIRAO PRETO,Ribeirão Preto,2017,3447.3,2619.6,2488.4,6231.0,2668.8087714842177
SAO JOSE DO RIO PRETO,São José do Rio Preto,2017,3119.5,3157.5,2872.3,10196.0,3077.0314317438374
TUPA,Tupã,2017,4233.1,3077.9,3651.0,15467.0,3314.3698504567374
ANDRADINA,Andradina,2018,3789.6,2736.2,3337.8,2020.0,3168.0177727803202
ARARAQUARA,Araraquara,2018,3776.9,2078.6,3024.2,2290.0,2458.0883792410173
