mae_modelo,mae_persistencia,mae_bienal,rmse_modelo,vies_modelo,n_observacoes,anos,mae_modelo_pond,mae_lag2_pond,cultura,unidade_alvo,unidade_producao
657.7625206530388,719.4979892761394,705.0194070080863,875.301682280287,33.1639884290414,747,1992–2025,848.3155761832908,914.6821883373027,milho_safrinha,kg/ha,sc 60 kg
