mae_modelo,mae_persistencia,mae_bienal,rmse_modelo,vies_modelo,n_observacoes,anos,mae_modelo_pond,mae_lag2_pond,cultura,unidade_alvo,unidade_producao
394.62961758188123,413.0801089918256,453.7284741144413,543.1440230214048,-3.600296911918265,736,1985–2025,401.16520438495024,446.0341163963046,amendoim,kg/ha,sc 25 kg
