edr_chave,edr,ano,chuva_florada_mm,anom_florada_pct,dias_tmax33_florada,chuva_enchimento_mm,anom_enchimento_pct,tmin_inverno_anterior,dias_frio_inverno_anterior,chuva_ciclo_mm,rendimento_a1,rendimento_a2,ancora_bienal,delta_bienal,log_area,var_area_pct,razao_preco,area_ha,rendimento_kg_ha,anom_ndvi_enchimento,anom_ndvi_florada
SAO JOAO DA BOA VISTA,São João da Boa Vista,2011,262.6,-22.6,23,893.2,16.0,5.5,0,1233.2,1364.0,904.0,843.0,460.0,10.681090764636389,-2.33,1.239,43525.0,1173.0,,
SAO JOAO DA BOA VISTA,São João da Boa Vista,2012,372.8,9.9,17,621.8,-19.2,3.9,0,1122.0,1173.0,1364.0,1240.5,-191.0,10.693318968453543,1.23,1.324,44060.5,1598.0,,
SAO JOAO DA BOA VISTA,São João da Boa Vista,2013,280.1,-17.4,29,931.3,21.0,5.2,0,1302.6,1598.0,1173.0,966.0,425.0,10.610615297971366,-7.94,0.896,40563.15,1347.0,,
SAO JOAO DA BOA VISTA,São João da Boa Vista,2014,347.0,2.3,6,350.3,-54.5,4.7,0,763.7,1347.0,1598.0,1351.25,-251.0,10.693482366775896,8.64,0.774,44067.7,1249.0,,
SAO JOAO DA BOA VISTA,São João da Boa Vista,2015,286.7,-15.5,28,664.8,-13.6,7.8,0,997.9,1249.0,1347.0,1092.75,-98.0,10.684964927563508,-0.85,1.213,43693.95,1350.0,,
SAO JOAO DA BOA VISTA,São João da Boa Vista,2016,430.7,27.0,31,847.9,10.2,9.4,0,1285.4,1350.0,1249.0,1360.0,101.0,10.706367675747654,2.16,1.161,44639.2,1631.0,,
SAO JOAO DA BOA VISTA,São João da Boa Vista,2017,268.7,-20.8,18,558.0,-27.5,2.6,0,920.2,1631.0,1350.0,1193.5,281.0,10.712600563078357,0.63,1.069,44918.3,1467.0,-0.07123000000000002,
SAO JOAO DA BOA VISTA,São João da Boa Vista,2018,297.0,-12.4,34,622.8,-19.1,6.6,0,944.4,1467.0,1631.0,1460.5,-164.0,10.706042796370268,-0.65,0.951,44624.7,1431.0,-0.011229999999999962,-0.014911111111111208
SAO JOAO DA BOA VISTA,São João da Boa Vista,2019,430.3,26.8,8,558.4,-27.4,6.1,0,1126.3,1431.0,1467.0,1334.25,-36.0,10.765068634604756,6.08,0.925,47338.0,1387.0,0.03317000000000003,0.06328888888888884
SAO JOAO DA BOA VISTA,São João da Boa Vista,2020,286.1,-15.7,42,742.0,-3.6,3.0,0,1037.7,1387.0,1431.0,1477.25,-44.0,10.772990613911404,0.8,1.013,47714.5,1723.0,0.027370000000000005,0.0625888888888888
SAO JOAO DA BOA VISTA,São João da Boa Vista,2021,135.2,-60.1,49,499.7,-35.1,5.6,0,648.9,1723.0,1387.0,1387.75,336.0,10.785238598135539,1.23,1.221,48302.5,1152.0,0.03447,-0.07311111111111118
SAO JOAO DA BOA VISTA,São João da Boa Vista,2022,323.4,-4.6,32,692.4,-10.0,2.0,1,1052.5,1152.0,1723.0,1508.5,-571.0,10.777100402128553,-0.81,1.588,47911.0,1553.0,0.02476999999999996,-0.06481111111111115
SAO JOAO DA BOA VISTA,São João da Boa Vista,2023,337.2,-0.6,11,836.6,8.7,3.1,0,1255.5,1553.0,1152.0,1339.0,401.0,10.755538385347368,-2.13,1.225,46889.0,1676.0,-0.030730000000000035,0.05348888888888881
SAO JOAO DA BOA VISTA,São João da Boa Vista,2024,327.1,-3.5,44,466.3,-39.4,5.3,0,811.0,1676.0,1553.0,1584.5,123.0,10.745140941395297,-1.03,0.862,46404.0,1558.0,0.005070000000000019,0.11118888888888878
SAO JOAO DA BOA VISTA,São João da Boa Vista,2025,390.3,15.1,43,386.0,-49.9,5.2,0,827.5,1558.0,1676.0,1420.5,-118.0,10.638160479924572,-10.15,1.354,41696.0,1436.0,-0.00712999999999997,-0.1401111111111112
SAO JOAO DA BOA VISTA,São João da Boa Vista,2026,207.0,-39.0,26,628.0,-18.4,3.9,0,867.5,1436.0,1558.0,1566.25,-122.0,10.638160479924572,0.0,1.345,41696.0,,-0.004530000000000034,0.002388888888888885
TUPA,Tupã,2001,401.9,22.8,23,702.1,2.3,0.4,1,1172.4,,,,,8.942199454731238,,0.902,7648.0,663.0,,
TUPA,Tupã,2002,365.1,11.5,23,718.1,4.7,3.1,0,1088.5,663.0,,,,8.945593270806897,0.34,0.72,7674.0,626.0,,
TUPA,Tupã,2003,263.8,-19.4,39,845.5,23.2,6.7,0,1206.8,626.0,663.0,663.0,-37.0,8.978937808722277,3.39,1.032,7934.2,471.0,,
TUPA,Tupã,2004,243.5,-25.6,24,624.6,-9.0,5.6,0,972.7,471.0,626.0,626.0,-155.0,8.931287626222456,-4.65,1.24,7565.0,551.0,,
TUPA,Tupã,2005,381.2,16.4,27,604.7,-11.9,3.8,0,1050.4,551.0,471.0,567.0,80.0,8.783166320705803,-13.77,1.252,6523.5,438.0,,
TUPA,Tupã,2006,326.9,-0.2,17,670.0,-2.4,6.2,0,1030.4,438.0,551.0,588.5,-113.0,8.858439727197752,7.82,1.18,7033.5,736.0,,
TUPA,Tupã,2007,232.1,-29.1,29,972.8,41.8,7.4,0,1258.3,736.0,438.0,524.0,298.0,8.761471815260405,-9.24,1.026,6383.5,432.0,,
TUPA,Tupã,2008,227.5,-30.5,30,650.2,-5.2,4.8,0,993.8,432.0,736.0,637.6666666666666,-304.0,8.761189798525544,-0.03,1.017,6381.7,492.0,,
TUPA,Tupã,2009,254.0,-22.4,29,818.6,19.3,5.7,0,1094.4,492.0,432.0,501.0,60.0,8.913106156050782,16.41,1.027,7428.7,528.0,,
TUPA,Tupã,2010,555.0,69.5,4,760.0,10.8,3.9,0,1367.7,528.0,492.0,601.25,36.0,8.885537779420961,-2.72,1.038,7226.7,593.0,,
TUPA,Tupã,2011,306.8,-6.3,19,701.9,2.3,6.3,0,1074.3,593.0,528.0,467.25,65.0,8.892020381913914,0.65,1.239,7273.7,636.0,,
TUPA,Tupã,2012,250.1,-23.6,31,396.9,-42.2,2.2,0,745.0,636.0,593.0,593.0,43.0,8.86922939300643,-2.25,1.324,7109.8,663.0,,
TUPA,Tupã,2013,221.8,-32.3,60,659.3,-3.9,5.5,0,1004.3,663.0,636.0,508.5,27.0,8.759156926802971,-10.42,0.896,6368.74,720.0,,
TUPA,Tupã,2014,266.3,-18.7,31,457.0,-33.4,2.5,0,783.3,720.0,663.0,621.0,57.0,8.70251025718999,-5.51,0.774,6018.0,438.0,,
TUPA,Tupã,2015,359.5,9.8,37,636.7,-7.2,6.8,0,1051.4,438.0,720.0,579.0,-282.0,8.637993891561942,-6.25,1.213,5642.0,714.0,,
TUPA,Tupã,2016,593.3,81.2,32,895.6,30.5,9.1,0,1556.5,714.0,438.0,546.5,276.0,8.53856321715243,-9.46,1.161,5108.0,793.0,,
TUPA,Tupã,2017,196.8,-39.9,5,618.9,-9.8,3.1,0,924.0,793.0,714.0,649.5,79.0,8.491588162700843,-4.59,1.069,4873.6,1112.0,,
TUPA,Tupã,2018,398.0,21.5,32,781.9,14.0,5.2,0,1202.0,1112.0,793.0,621.75,319.0,8.487475976628089,-0.41,0.951,4853.6,977.0,,
TUPA,Tupã,2019,494.1,50.9,8,541.4,-21.1,5.5,0,1097.7,977.0,1112.0,795.5,-135.0,8.428799040653642,-5.7,0.925,4577.0,850.0,,
TUPA,Tupã,2020,210.6,-35.7,64,666.7,-2.8,4.0,0,927.8,850.0,977.0,717.75,-127.0,8.32263709695394,-10.07,1.013,4116.0,940.0,,
TUPA,Tupã,2021,134.6,-58.9,61,495.7,-27.8,6.8,0,648.3,940.0,850.0,849.0,90.0,8.168202930236053,-14.31,1.221,3527.0,612.0,,
TUPA,Tupã,2022,264.4,-19.3,54,628.5,-8.4,3.5,0,942.0,612.0,940.0,787.0,-328.0,7.791522819150732,-31.39,1.588,2420.0,374.0,,
TUPA,Tupã,2023,294.6,-10.0,24,757.8,10.4,5.8,0,1136.0,374.0,612.0,822.0,-238.0,7.611842399580417,-16.45,1.225,2022.0,843.0,,
TUPA,Tupã,2024,235.3,-28.1,68,450.8,-34.3,6.2,0,796.5,843.0,374.0,771.0,469.0,7.515889085215125,-9.15,0.862,1837.0,509.0,,
TUPA,Tupã,2025,289.5,-11.6,55,413.9,-39.7,6.2,0,790.4,509.0,843.0,854.25,-334.0,7.3748797674770294,-13.15,1.354,1595.4,841.0,,
TUPA,Tupã,2026,259.1,-20.9,47,552.5,-19.5,1.6,1,890.4,841.0,509.0,700.0,332.0,7.3748797674770294,0.0,1.345,1595.4,,,
