edr_chave,edr,ano,chuva_florada_mm,anom_florada_pct,dias_tmax33_florada,chuva_enchimento_mm,anom_enchimento_pct,tmin_inverno_anterior,dias_frio_inverno_anterior,chuva_ciclo_mm,rendimento_a1,rendimento_a2,ancora_bienal,delta_bienal,log_area,var_area_pct,razao_preco,area_ha,rendimento_kg_ha,anom_ndvi_enchimento,anom_ndvi_florada
ARARAQUARA,Araraquara,2001,432.2,38.0,20,736.5,-0.0,0.9,1,1202.6,,,,,8.13505390861157,,0.902,3412.0,1223.0,,
ARARAQUARA,Araraquara,2002,409.9,30.8,15,934.2,26.8,5.4,0,1354.0,1223.0,,,,8.094683648698815,-3.96,0.72,3277.0,1435.0,,
ARARAQUARA,Araraquara,2003,264.1,-15.7,37,925.2,25.6,5.7,0,1272.0,1435.0,1223.0,1223.0,212.0,8.224699561967235,13.88,1.032,3732.0,732.0,,
ARARAQUARA,Araraquara,2004,334.7,6.8,26,854.1,15.9,5.8,0,1293.5,732.0,1435.0,1435.0,-703.0,8.06777619577889,-14.52,1.24,3190.0,1014.0,,
ARARAQUARA,Araraquara,2005,327.3,4.5,26,763.8,3.7,6.0,0,1153.6,1014.0,732.0,977.5,282.0,7.96693349840484,-9.59,1.252,2884.0,978.0,,
ARARAQUARA,Araraquara,2006,356.9,13.9,17,837.3,13.6,8.1,0,1231.8,978.0,1014.0,1224.5,-36.0,7.969876459067832,0.29,1.18,2892.5,1363.0,,
ARARAQUARA,Araraquara,2007,282.9,-9.7,14,954.5,29.6,6.8,0,1287.7,1363.0,978.0,977.6666666666666,385.0,7.980194693346223,1.04,1.026,2922.5,784.0,,
ARARAQUARA,Araraquara,2008,224.6,-28.3,34,726.9,-1.3,4.5,0,1069.0,784.0,1363.0,1270.6666666666667,-579.0,7.846785497825781,-12.49,1.017,2557.5,1249.0,,
ARARAQUARA,Araraquara,2009,211.3,-32.6,24,852.0,15.6,7.4,0,1116.8,1249.0,784.0,929.25,465.0,7.7492793602831,-9.29,1.027,2319.9,1628.0,,
ARARAQUARA,Araraquara,2010,442.7,41.3,3,780.9,6.0,3.4,0,1282.0,1628.0,1249.0,1265.25,379.0,7.785138848540809,3.65,1.038,2404.6,978.0,,
ARARAQUARA,Araraquara,2011,184.3,-41.2,32,851.9,15.6,6.5,0,1109.4,978.0,1628.0,1030.5,-650.0,7.774435510302958,-1.06,1.239,2379.0,1045.0,,
ARARAQUARA,Araraquara,2012,326.1,4.1,20,533.3,-27.6,3.5,0,957.5,1045.0,978.0,1151.0,67.0,7.716906135298388,-5.59,1.324,2246.0,963.0,,
ARARAQUARA,Araraquara,2013,278.0,-11.3,42,799.1,8.5,5.9,0,1160.4,963.0,1045.0,1108.75,-82.0,7.411495863024897,-26.32,0.896,1654.9,924.0,,
ARARAQUARA,Araraquara,2014,310.5,-0.9,12,364.0,-50.6,6.4,0,729.3,924.0,963.0,1138.25,-39.0,7.491087593534876,8.28,0.774,1792.0,852.0,,
ARARAQUARA,Araraquara,2015,265.6,-15.2,37,649.9,-11.8,7.3,0,948.6,852.0,924.0,1095.25,-72.0,7.507690077819904,1.67,1.213,1822.0,919.0,,
ARARAQUARA,Araraquara,2016,447.4,42.8,36,842.6,14.4,10.1,0,1302.1,919.0,852.0,1010.5,67.0,7.494430215031565,-1.32,1.161,1798.0,903.0,,
ARARAQUARA,Araraquara,2017,241.6,-22.9,17,593.5,-19.4,3.1,0,953.3,903.0,919.0,1129.0,-16.0,7.54274354536855,4.95,1.069,1887.0,884.0,0.026150000000000007,
ARARAQUARA,Araraquara,2018,280.7,-10.4,39,617.6,-16.2,5.2,0,913.6,884.0,903.0,924.0,-19.0,7.549609165154532,0.69,0.951,1900.0,1092.0,0.030549999999999966,0.00902222222222221
ARARAQUARA,Araraquara,2019,411.8,31.4,13,484.3,-34.3,5.7,0,999.3,1092.0,884.0,943.0,208.0,7.604396348796338,5.63,0.925,2007.0,922.0,0.01165000000000005,-0.02077777777777784
ARARAQUARA,Araraquara,2020,233.4,-25.5,52,633.6,-14.0,4.4,0,878.7,922.0,1092.0,952.5,-170.0,7.589335823170617,-1.49,1.013,1977.0,1186.0,0.06955,0.03842222222222219
ARARAQUARA,Araraquara,2021,98.4,-68.6,61,345.7,-53.1,6.3,0,471.5,1186.0,922.0,912.25,264.0,7.613818684808629,2.48,1.221,2026.0,1212.0,0.017750000000000044,-0.040977777777777835
ARARAQUARA,Araraquara,2022,257.4,-17.8,46,649.8,-11.8,2.5,0,930.3,1212.0,1186.0,1008.25,26.0,7.742332574959961,13.71,1.588,2303.84,905.0,-0.05664999999999998,-0.041977777777777836
ARARAQUARA,Araraquara,2023,239.3,-23.6,28,653.7,-11.3,4.2,0,969.4,905.0,1212.0,984.25,-307.0,7.696667081526462,-4.46,1.225,2201.0,1146.0,-0.12995,0.01382222222222218
ARARAQUARA,Araraquara,2024,258.8,-17.4,57,335.9,-54.4,5.5,0,617.8,1146.0,905.0,1021.5,241.0,7.753795205645225,5.88,0.862,2330.4,1202.0,0.05015000000000003,0.1159222222222222
ARARAQUARA,Araraquara,2025,394.5,25.9,46,350.8,-52.4,5.2,0,789.6,1202.0,1146.0,1041.0,56.0,7.761744984658913,0.8,1.354,2349.0,1149.0,-0.00924999999999998,-0.0654777777777778
ARARAQUARA,Araraquara,2026,181.3,-42.1,38,588.5,-20.1,2.7,0,801.2,1149.0,1202.0,1096.25,-53.0,7.761744984658913,0.0,1.345,2349.0,,-0.009950000000000014,-0.007977777777777806
AVARE,Avaré,2001,426.2,20.6,15,685.5,6.5,-1.4,4,1161.0,,,,,8.753371421000903,,0.902,6332.0,839.0,,
AVARE,Avaré,2002,332.1,-6.0,11,744.9,15.8,1.3,1,1099.6,839.0,,,,8.75573753930647,0.24,0.72,6347.0,949.0,,
AVARE,Avaré,2003,371.7,5.2,26,719.1,11.7,6.5,0,1208.1,949.0,839.0,839.0,110.0,8.776012719182917,2.05,1.032,6477.0,751.0,,
AVARE,Avaré,2004,332.6,-5.9,10,654.5,1.7,4.6,0,1086.5,751.0,949.0,949.0,-198.0,8.928905412284868,16.52,1.24,7547.0,898.0,,
AVARE,Avaré,2005,343.1,-2.9,15,446.2,-30.7,3.8,0,834.3,898.0,751.0,795.0,147.0,8.900685318713995,-2.78,1.252,7337.0,739.0,,
AVARE,Avaré,2006,459.4,30.0,7,608.4,-5.4,4.9,0,1126.8,739.0,898.0,923.5,-159.0,8.953769294549454,5.45,1.18,7737.0,862.0,,
AVARE,Avaré,2007,304.9,-13.7,15,822.7,27.8,5.3,0,1205.0,862.0,739.0,776.3333333333334,123.0,8.966356154790121,1.27,1.026,7835.0,812.0,,
AVARE,Avaré,2008,266.8,-24.5,19,694.3,7.9,3.1,0,1127.7,812.0,862.0,903.0,-50.0,8.90720619496548,-5.74,1.017,7385.0,723.0,,
AVARE,Avaré,2009,333.0,-5.7,8,629.9,-2.1,3.6,0,990.9,723.0,812.0,785.25,-89.0,9.027378610294805,12.77,1.027,8328.0,894.0,,
AVARE,Avaré,2010,580.6,64.4,4,751.8,16.8,2.4,0,1424.5,894.0,723.0,858.0,171.0,8.981304494957135,-4.5,1.038,7953.0,880.0,,
AVARE,Avaré,2011,267.4,-24.3,6,665.0,3.3,5.2,0,1014.7,880.0,894.0,799.0,-14.0,9.034199674257309,5.43,1.239,8385.0,1086.0,,
AVARE,Avaré,2012,321.9,-8.9,9,444.8,-30.9,0.8,1,848.3,1086.0,880.0,840.75,206.0,8.956415396322535,-7.48,1.324,7757.5,1041.0,,
AVARE,Avaré,2013,217.5,-38.4,33,697.8,8.4,4.7,0,1028.6,1041.0,1086.0,882.75,-45.0,8.818859526674133,-12.85,0.896,6760.55,1045.0,,
AVARE,Avaré,2014,313.7,-11.2,4,418.2,-35.0,2.4,0,816.1,1045.0,1041.0,876.5,4.0,8.829047741211502,1.02,0.774,6829.78,1086.0,,
AVARE,Avaré,2015,276.8,-21.6,23,670.5,4.2,5.1,0,1008.6,1086.0,1045.0,959.25,41.0,8.768964626364797,-5.83,1.213,6431.51,1041.0,,
AVARE,Avaré,2016,610.3,72.8,17,843.1,31.0,7.9,0,1488.9,1041.0,1086.0,932.5,-45.0,8.788745881938135,2.0,1.161,6560.0,1402.0,,
AVARE,Avaré,2017,243.6,-31.0,3,626.6,-2.6,0.6,2,1002.0,1402.0,1041.0,1016.5,361.0,8.753055515138222,-3.51,1.069,6330.0,1331.0,0.011809999999999876,
AVARE,Avaré,2018,391.7,10.9,9,747.6,16.2,4.1,0,1157.7,1331.0,1402.0,1102.25,-71.0,8.767640577257792,1.47,0.951,6423.0,1333.0,0.0019099999999999673,0.015722222222222137
AVARE,Avaré,2019,371.7,5.2,6,539.3,-16.2,5.7,0,999.2,1333.0,1331.0,1125.75,2.0,8.785080636539838,1.76,0.925,6536.0,1429.0,0.01680999999999988,0.0615222222222222
AVARE,Avaré,2020,300.5,-14.9,40,459.6,-28.6,1.4,1,785.3,1429.0,1333.0,1215.5,96.0,8.769973211858753,-1.5,1.013,6438.0,1429.0,-0.02149000000000012,0.01762222222222215
AVARE,Avaré,2021,180.9,-48.8,37,441.8,-31.3,5.1,0,647.3,1429.0,1429.0,1211.5,0.0,8.795127912413138,2.55,1.221,6602.0,1230.0,-0.03339000000000003,-0.02407777777777781
AVARE,Avaré,2022,315.0,-10.8,31,562.1,-12.7,0.9,3,921.2,1230.0,1429.0,1312.5,-199.0,8.592356320981246,-18.35,1.588,5390.3,1576.0,0.03000999999999998,-0.041477777777777836
AVARE,Avaré,2023,420.3,19.0,0,594.0,-7.7,3.5,0,1085.7,1576.0,1230.0,1257.75,346.0,8.544672162404522,-4.66,1.225,5139.3,1499.0,-0.01599000000000006,0.04472222222222216
AVARE,Avaré,2024,363.1,2.8,40,306.2,-52.4,6.1,0,718.5,1499.0,1576.0,1435.0,-77.0,8.435549202375727,-10.34,0.862,4608.0,1501.0,-0.010190000000000032,0.01782222222222224
AVARE,Avaré,2025,246.9,-30.1,39,385.8,-40.0,4.4,0,690.0,1501.0,1499.0,1372.25,2.0,8.498418036089904,6.49,1.354,4907.0,1532.0,0.04880999999999991,-0.06737777777777781
AVARE,Avaré,2026,228.7,-35.3,21,345.2,-46.4,1.4,1,624.0,1532.0,1501.0,1459.75,31.0,8.498418036089904,0.0,1.345,4907.0,,-0.028290000000000037,-0.02447777777777782
BAURU,Bauru,2001,447.2,40.2,25,685.5,4.0,-0.7,3,1164.4,,,,,8.77940359789435,,0.902,6499.0,550.0,,
BAURU,Bauru,2002,357.8,12.1,23,799.8,21.3,3.0,0,1175.5,550.0,,,,8.729397122692061,-4.88,0.72,6182.0,832.0,,
BAURU,Bauru,2003,286.8,-10.1,34,770.8,16.9,5.2,0,1149.0,832.0,550.0,550.0,282.0,8.716863386544805,-1.25,1.032,6105.0,767.0,,
BAURU,Bauru,2004,356.1,11.6,23,646.7,-1.9,4.7,0,1117.6,767.0,832.0,832.0,-65.0,8.68490859582083,-3.14,1.24,5913.0,745.0,,
BAURU,Bauru,2005,380.0,19.1,25,617.0,-6.4,4.9,0,1061.8,745.0,767.0,658.5,-22.0,8.635775907243184,-4.79,1.252,5629.5,739.0,,
BAURU,Bauru,2006,345.4,8.3,17,626.4,-5.0,5.7,0,1029.6,739.0,745.0,788.5,-6.0,8.507688161401932,-12.02,1.18,4952.7,809.0,,
BAURU,Bauru,2007,254.6,-20.2,24,895.5,35.8,5.7,0,1210.4,809.0,739.0,685.3333333333334,70.0,8.379240611157751,-12.05,1.026,4355.7,819.0,,
BAURU,Bauru,2008,254.6,-20.2,31,689.2,4.6,3.9,0,1085.8,819.0,809.0,795.3333333333334,10.0,8.252367901107384,-11.92,1.017,3836.7,804.0,,
BAURU,Bauru,2009,264.9,-17.0,19,730.0,10.7,4.8,0,1021.4,804.0,819.0,718.75,-15.0,8.265187095416927,1.29,1.027,3886.2,802.0,,
BAURU,Bauru,2010,456.0,42.9,8,652.1,-1.1,3.5,0,1172.5,802.0,804.0,797.5,-2.0,7.513327287286129,-52.85,1.038,1832.3,1063.0,,
BAURU,Bauru,2011,198.9,-37.6,35,696.5,5.7,6.1,0,967.0,1063.0,802.0,781.75,261.0,7.33204214133089,-16.58,1.239,1528.5,967.0,,
BAURU,Bauru,2012,280.1,-12.2,27,428.3,-35.0,1.4,1,797.3,967.0,1063.0,855.25,-96.0,7.422493239568043,9.47,1.324,1673.2,953.0,,
BAURU,Bauru,2013,233.7,-26.7,49,685.2,3.9,5.1,0,1026.7,953.0,967.0,831.75,-14.0,6.715698488200025,-50.68,0.896,825.26,898.0,,
BAURU,Bauru,2014,255.4,-20.0,20,417.3,-36.7,4.3,0,741.4,898.0,953.0,907.25,-55.0,6.837214781968931,12.92,0.774,931.89,778.0,,
BAURU,Bauru,2015,280.9,-12.0,42,650.0,-1.4,6.4,0,975.3,778.0,898.0,871.5,-120.0,6.805600729828465,-3.11,1.213,902.89,920.0,,
BAURU,Bauru,2016,536.3,68.1,29,888.6,34.8,9.1,0,1463.2,920.0,778.0,899.5,142.0,6.704169226883458,-9.65,1.161,815.8,892.0,,
BAURU,Bauru,2017,202.9,-36.4,7,633.2,-3.9,1.6,1,957.5,892.0,920.0,896.75,-28.0,6.689474883333915,-1.46,1.069,803.9,1206.0,0.052790000000000004,
BAURU,Bauru,2018,339.8,6.5,36,649.6,-1.5,4.8,0,1007.7,1206.0,892.0,921.5,314.0,6.656340845700898,-3.26,0.951,777.7,1202.0,0.05349000000000004,0.040722222222222215
BAURU,Bauru,2019,408.4,28.0,18,516.3,-21.7,5.0,0,987.5,1202.0,1206.0,997.75,-4.0,6.56512411504534,-8.72,0.925,709.9,1112.0,0.015090000000000048,0.08682222222222225
BAURU,Bauru,2020,240.8,-24.5,58,506.5,-23.2,3.3,0,772.5,1112.0,1202.0,956.25,-90.0,6.70146884473435,14.61,1.013,813.6,1246.0,0.04739000000000004,0.02922222222222226
BAURU,Bauru,2021,151.2,-52.6,57,457.2,-30.7,5.6,0,629.6,1246.0,1112.0,1034.0,134.0,6.958923565556536,29.36,1.221,1052.5,1091.0,0.018789999999999973,-0.04117777777777776
BAURU,Bauru,2022,261.5,-18.0,49,644.9,-2.2,2.2,0,940.5,1091.0,1246.0,1029.5,-155.0,7.122059881629142,17.72,1.588,1239.0,1296.0,-0.06630999999999998,-0.04227777777777775
BAURU,Bauru,2023,271.8,-14.8,25,656.4,-0.4,4.6,0,971.4,1296.0,1091.0,1082.25,205.0,6.937314081223682,-16.87,1.225,1030.0,1745.0,0.018490000000000006,0.02252222222222222
BAURU,Bauru,2024,270.2,-15.3,63,330.5,-49.9,6.1,0,667.7,1745.0,1296.0,1159.0,449.0,4.948759890378168,-86.31,0.862,141.0,1227.0,-0.010109999999999952,0.07702222222222221
BAURU,Bauru,2025,280.3,-12.1,55,355.9,-46.0,4.9,0,686.3,1227.0,1745.0,1288.5,-518.0,7.122059881629142,778.72,1.354,1239.0,2300.0,-0.07740999999999998,-0.11127777777777775
BAURU,Bauru,2026,211.9,-33.6,40,502.6,-23.8,1.0,1,766.5,2300.0,1227.0,1242.75,1073.0,7.122059881629142,0.0,1.345,1239.0,,-0.05220999999999998,-0.06157777777777773
BOTUCATU,Botucatu,2001,365.0,17.2,19,729.7,7.7,0.2,2,1123.9,,,,,8.223090551161533,,0.902,3726.0,922.0,,
BOTUCATU,Botucatu,2002,334.8,7.5,12,763.9,12.8,2.8,0,1123.2,922.0,,,,8.28349412616251,6.23,0.72,3958.0,1139.0,,
BOTUCATU,Botucatu,2003,270.1,-13.3,30,757.1,11.8,6.9,0,1103.9,1139.0,922.0,922.0,217.0,8.24564690087386,-3.71,1.032,3811.0,904.0,,
BOTUCATU,Botucatu,2004,315.0,1.1,14,649.0,-4.2,4.7,0,1066.7,904.0,1139.0,1139.0,-235.0,8.299285906897275,5.51,1.24,4021.0,1132.0,,
BOTUCATU,Botucatu,2005,313.6,0.7,18,536.5,-20.8,5.8,0,889.4,1132.0,904.0,913.0,228.0,8.357259153499912,5.97,1.252,4261.0,1111.0,,
BOTUCATU,Botucatu,2006,421.6,35.3,7,773.9,14.2,6.1,0,1258.0,1111.0,1132.0,1135.5,-21.0,8.318498320504338,-3.8,1.18,4099.0,1246.0,,
BOTUCATU,Botucatu,2007,316.1,1.5,10,864.2,27.6,4.9,0,1240.6,1246.0,1111.0,979.0,135.0,8.38022733634308,6.37,1.026,4360.0,1214.0,,
BOTUCATU,Botucatu,2008,236.9,-23.9,18,781.0,15.3,4.3,0,1159.5,1214.0,1246.0,1172.3333333333333,-32.0,8.32663782969518,-5.22,1.017,4132.5,1249.0,,
BOTUCATU,Botucatu,2009,314.1,0.8,8,736.6,8.7,5.2,0,1115.9,1249.0,1214.0,1037.75,35.0,8.38219787062872,5.71,1.027,4368.6,1222.0,,
BOTUCATU,Botucatu,2010,432.3,38.8,4,866.0,27.8,5.0,0,1380.8,1222.0,1249.0,1191.5,-27.0,8.374873580994947,-0.73,1.038,4336.72,1373.0,,
BOTUCATU,Botucatu,2011,208.6,-33.0,10,816.0,20.5,6.2,0,1103.0,1373.0,1222.0,1112.75,151.0,8.38199641280598,0.71,1.239,4367.72,1531.0,,
BOTUCATU,Botucatu,2012,299.9,-3.7,10,512.2,-24.4,3.3,0,910.6,1531.0,1373.0,1250.0,158.0,8.363743599103017,-1.81,1.324,4288.72,1450.0,,
BOTUCATU,Botucatu,2013,241.2,-22.6,33,755.5,11.5,6.7,0,1104.2,1450.0,1531.0,1269.5,-81.0,8.203068576138902,-14.84,0.896,3652.14,1292.0,,
BOTUCATU,Botucatu,2014,261.9,-15.9,6,348.6,-48.5,5.7,0,679.8,1292.0,1450.0,1329.5,-158.0,8.275366186297493,7.5,0.774,3925.96,1069.0,,
BOTUCATU,Botucatu,2015,226.6,-27.3,26,594.2,-12.3,6.7,0,871.7,1069.0,1292.0,1314.75,-223.0,8.238626778143775,-3.61,1.213,3784.34,1189.0,,
BOTUCATU,Botucatu,2016,486.8,56.3,23,786.9,16.2,8.6,0,1291.6,1189.0,1069.0,1285.25,120.0,8.231189709343012,-0.74,1.161,3756.3,1227.0,,
BOTUCATU,Botucatu,2017,201.7,-35.2,8,604.9,-10.7,1.4,1,920.8,1227.0,1189.0,1308.5,38.0,8.164225652265827,-6.48,1.069,3513.0,1184.0,0.005600000000000049,
BOTUCATU,Botucatu,2018,325.1,4.4,17,615.0,-9.2,6.0,0,964.3,1184.0,1227.0,1279.75,-43.0,7.964850887447313,-18.08,0.951,2878.0,1292.0,-0.0037999999999999146,0.01598888888888894
BOTUCATU,Botucatu,2019,422.0,35.5,13,501.1,-26.0,6.0,0,1029.7,1292.0,1184.0,1299.0,108.0,7.853216388156072,-10.56,0.925,2574.0,1289.0,0.009600000000000053,0.039788888888888874
BOTUCATU,Botucatu,2020,236.4,-24.1,41,555.3,-18.0,3.6,0,804.6,1289.0,1292.0,1259.5,-3.0,7.807591372784331,-4.46,1.013,2459.2,1237.0,0.018200000000000105,0.011288888888888904
BOTUCATU,Botucatu,2021,124.3,-60.1,49,393.7,-41.9,5.8,0,554.7,1237.0,1289.0,1238.5,-52.0,7.7161043892307655,-8.74,1.221,2244.2,1303.0,0.029300000000000104,-0.009411111111111148
BOTUCATU,Botucatu,2022,269.9,-13.3,38,637.8,-5.8,1.4,1,930.0,1303.0,1237.0,1206.25,66.0,7.706702878428294,-0.94,1.588,2223.2,1194.0,-0.033299999999999996,-0.07371111111111106
BOTUCATU,Botucatu,2023,305.2,-2.0,10,587.5,-13.3,5.5,0,973.3,1194.0,1303.0,1241.25,-109.0,7.72674184438123,2.02,1.225,2268.2,1376.0,-0.0008999999999999009,0.046388888888888924
BOTUCATU,Botucatu,2024,365.0,17.2,48,302.3,-55.4,6.8,0,698.9,1376.0,1194.0,1237.5,182.0,7.681652609227191,-4.41,0.862,2168.2,1369.0,-0.0041999999999999815,0.0919888888888889
BOTUCATU,Botucatu,2025,259.8,-16.6,46,326.5,-51.8,4.0,0,621.2,1369.0,1376.0,1288.0,-7.0,7.6844160597699,0.28,1.354,2174.2,1371.0,-0.005999999999999894,-0.05381111111111114
BOTUCATU,Botucatu,2026,182.2,-41.5,30,414.7,-38.8,1.6,1,632.0,1371.0,1369.0,1273.0,2.0,7.6844160597699,0.0,1.345,2174.2,,-0.014499999999999957,-0.06851111111111108
BRAGANCA PAULISTA,Bragança Paulista,2001,391.1,14.1,6,726.9,-4.9,1.2,2,1161.8,,,,,9.108639817149843,,0.902,9033.0,1050.0,,
BRAGANCA PAULISTA,Bragança Paulista,2002,432.4,26.2,1,908.8,18.9,4.4,0,1379.9,1050.0,,,,9.081182259748294,-2.71,0.72,8788.35,1215.0,,
BRAGANCA PAULISTA,Bragança Paulista,2003,337.0,-1.7,16,797.4,4.4,6.3,0,1186.7,1215.0,1050.0,1050.0,165.0,9.071767722112243,-0.94,1.032,8706.0,997.0,,
BRAGANCA PAULISTA,Bragança Paulista,2004,344.3,0.5,4,741.4,-3.0,4.6,0,1214.3,997.0,1215.0,1215.0,-218.0,9.18901458526143,12.44,1.24,9789.0,1360.0,,
BRAGANCA PAULISTA,Bragança Paulista,2005,363.6,6.1,4,768.0,0.5,5.0,0,1247.6,1360.0,997.0,1023.5,363.0,9.18686701579054,-0.21,1.252,9768.0,1419.0,,
BRAGANCA PAULISTA,Bragança Paulista,2006,412.8,20.5,2,830.1,8.6,7.8,0,1283.0,1419.0,1360.0,1287.5,59.0,9.170091130068498,-1.66,1.18,9605.5,1499.0,,
BRAGANCA PAULISTA,Bragança Paulista,2007,398.6,16.3,2,801.9,5.0,4.2,0,1298.5,1499.0,1419.0,1155.3333333333333,80.0,9.188452572218154,1.85,1.026,9783.5,1447.0,,
BRAGANCA PAULISTA,Bragança Paulista,2008,311.5,-9.1,8,828.8,8.5,4.2,0,1286.9,1447.0,1499.0,1358.0,-52.0,9.275050753344939,9.05,1.017,10668.5,1194.0,,
BRAGANCA PAULISTA,Bragança Paulista,2009,343.0,0.1,0,870.3,13.9,5.8,0,1280.2,1194.0,1447.0,1228.25,-253.0,9.239986549041213,-3.45,1.027,10300.9,1326.0,,
BRAGANCA PAULISTA,Bragança Paulista,2010,445.8,30.1,0,939.1,22.9,3.8,0,1513.8,1326.0,1194.0,1317.0,132.0,9.235384142415615,-0.46,1.038,10253.6,1419.0,,
BRAGANCA PAULISTA,Bragança Paulista,2011,325.2,-5.1,0,977.5,27.9,4.8,0,1425.1,1419.0,1326.0,1297.25,93.0,9.25479735192471,1.96,1.239,10454.6,1579.0,,
BRAGANCA PAULISTA,Bragança Paulista,2012,308.0,-10.1,3,614.0,-19.6,2.4,0,1060.7,1579.0,1419.0,1368.0,160.0,9.225829789172312,-2.86,1.324,10156.1,1582.0,,
BRAGANCA PAULISTA,Bragança Paulista,2013,219.8,-35.9,10,909.6,19.1,5.9,0,1210.5,1582.0,1579.0,1442.75,3.0,9.13389875591549,-8.78,0.896,9264.07,1437.0,,
BRAGANCA PAULISTA,Bragança Paulista,2014,340.3,-0.7,1,422.4,-44.7,5.3,0,839.6,1437.0,1582.0,1423.5,-145.0,9.138420005267873,0.45,0.774,9306.05,1336.0,,
BRAGANCA PAULISTA,Bragança Paulista,2015,233.7,-31.8,12,601.8,-21.2,5.9,0,895.4,1336.0,1437.0,1447.25,-101.0,9.140883106960962,0.25,1.213,9329.0,1422.0,,
BRAGANCA PAULISTA,Bragança Paulista,2016,397.6,16.0,16,814.2,6.6,6.9,0,1225.9,1422.0,1336.0,1382.75,86.0,9.116578992161708,-2.4,1.161,9105.0,1500.0,,
BRAGANCA PAULISTA,Bragança Paulista,2017,285.1,-16.8,5,670.2,-12.3,1.4,1,1044.7,1500.0,1422.0,1441.0,78.0,9.110299017795956,-0.63,1.069,9048.0,1503.0,-0.20007999999999998,
BRAGANCA PAULISTA,Bragança Paulista,2018,304.2,-11.2,10,618.9,-19.0,6.3,0,965.5,1503.0,1500.0,1459.25,3.0,8.942552425902386,-15.44,0.951,7650.7,1530.0,0.046520000000000006,0.03523333333333334
BRAGANCA PAULISTA,Bragança Paulista,2019,384.6,12.2,2,745.5,-2.4,5.0,0,1231.0,1530.0,1503.0,1485.25,27.0,8.942460926820582,-0.01,0.925,7650.0,1565.0,-0.0038799999999999946,0.0285333333333333
BRAGANCA PAULISTA,Bragança Paulista,2020,276.1,-19.4,22,694.0,-9.2,4.1,0,983.5,1565.0,1530.0,1487.0,35.0,8.955448122347393,1.31,1.013,7750.0,1803.0,0.04081999999999997,0.006833333333333358
BRAGANCA PAULISTA,Bragança Paulista,2021,186.5,-45.6,28,615.3,-19.5,4.7,0,823.9,1803.0,1565.0,1481.75,238.0,8.895629627136483,-5.81,1.221,7300.0,1585.0,0.016120000000000023,-0.06096666666666667
BRAGANCA PAULISTA,Bragança Paulista,2022,261.3,-23.8,15,611.8,-19.9,1.8,1,929.0,1585.0,1803.0,1542.25,-218.0,8.92439013236916,2.92,1.588,7513.0,1490.0,0.05402000000000007,-0.03486666666666671
BRAGANCA PAULISTA,Bragança Paulista,2023,388.5,13.4,2,759.6,-0.6,3.9,0,1229.1,1490.0,1585.0,1518.75,-95.0,8.81996090128606,-9.92,1.225,6768.0,1599.0,0.03832000000000002,0.014033333333333342
BRAGANCA PAULISTA,Bragança Paulista,2024,425.0,24.0,20,549.2,-28.1,5.1,0,994.5,1599.0,1490.0,1580.75,109.0,8.843470781627381,2.38,0.862,6929.0,1623.0,-0.006780000000000008,0.0406333333333333
BRAGANCA PAULISTA,Bragança Paulista,2025,258.0,-24.7,26,498.8,-34.7,3.2,0,818.3,1623.0,1599.0,1563.0,24.0,8.89487591851195,5.27,1.354,7294.5,1734.0,0.04161999999999999,-0.06436666666666668
BRAGANCA PAULISTA,Bragança Paulista,2026,185.7,-45.8,9,553.9,-27.5,2.0,1,774.7,1734.0,1623.0,1611.5,111.0,8.89487591851195,0.0,1.345,7294.5,,-0.026680000000000037,0.03493333333333337
DRACENA,Dracena,2001,326.4,-0.9,35,781.8,13.7,1.3,1,1178.6,,,,,8.956995311928852,,0.902,7762.0,673.0,,
DRACENA,Dracena,2002,384.3,16.6,32,582.4,-15.3,4.0,0,972.6,673.0,,,,8.958697032467052,0.17,0.72,7775.22,624.0,,
DRACENA,Dracena,2003,278.6,-15.5,48,878.9,27.8,7.7,0,1246.2,624.0,673.0,673.0,-49.0,8.989222268057816,3.1,1.032,8016.22,564.0,,
DRACENA,Dracena,2004,220.3,-33.1,43,554.2,-19.4,6.9,0,843.6,564.0,624.0,624.0,-60.0,8.925986089617076,-6.13,1.24,7525.0,700.0,,
DRACENA,Dracena,2005,414.1,25.7,34,489.4,-28.8,4.7,0,959.8,700.0,564.0,618.5,136.0,8.886409166849282,-3.88,1.252,7233.0,580.0,,
DRACENA,Dracena,2006,323.1,-1.9,32,765.0,11.3,6.6,0,1124.4,580.0,700.0,662.0,-120.0,8.781555458546402,-9.95,1.18,6513.0,1010.0,,
DRACENA,Dracena,2007,237.3,-28.0,36,974.9,41.8,7.7,0,1253.6,1010.0,580.0,605.6666666666666,430.0,8.760923376338836,-2.04,1.026,6380.0,590.0,,
DRACENA,Dracena,2008,218.0,-33.8,55,629.9,-8.4,5.7,0,971.0,590.0,1010.0,778.0,-420.0,8.554970555750268,-18.61,1.017,5192.5,604.0,,
DRACENA,Dracena,2009,220.1,-33.2,45,799.6,16.3,6.7,0,1041.5,604.0,590.0,601.75,14.0,8.564076777315087,0.91,1.027,5240.0,846.0,,
DRACENA,Dracena,2010,529.6,60.7,14,897.7,30.5,4.6,0,1472.4,846.0,604.0,734.5,242.0,8.526172754196814,-3.72,1.038,5045.1,897.0,,
DRACENA,Dracena,2011,348.1,5.7,28,854.8,24.3,7.5,0,1267.7,897.0,846.0,645.0,51.0,8.502688505213357,-2.32,1.239,4928.0,837.0,,
